Wilderness	荒れ地
“Hmm, I thought you were just a girl,	「へー、ただのはねッ返り娘かと
but you handled that pretty good!”	思ってたけど、その程度は
	出来んじゃん！」
“Let's see how you do on next one…”	「ま、次はどーかな？」
Gorky	ゴーリキー
“In my opinion, you need more training!	「お言葉ですが、修行が足りませんぞ！
Gorky is disappointed!”	このゴーリキー、がっかりしましたぞ！」
Shake	シェイク
“No good!	「だ～めだって！
You have to beat Gorky!	ゴーリキーをやらなきゃ！
Are you mocking this Pagoda?”	五強の塔、ナメてんじゃない？」
YUFFIE	YUFFIE
“Of course!”	「と～ぜ～ん！」
YUFFIE	YUFFIE
“Shut up! Shut up! SHADDUP!”	「るさい！　るさい！　るさ～い！」
YUFFIE	YUFFIE
“Who's next?”	「次は誰よ？」
Shake	シェイク
“Are you blind?	「あんたの目はふし穴か？
I'm right here!”	ここに、いんじゃん！」
YUFFIE	YUFFIE
“What?	「は～？
I gotta fight a punk?”	ガキが相手～？」
Shake	シェイク
“Heh! Punk.	「ヘン、何を言うかね！
I'm more of an adult than some bimbo girl!”	どこぞのバカ娘よりは
	オラの方が、よっぽど大人よ！」
YUFFIE	YUFFIE
“Wh, what did you say!?”	「な、なんだって～！？」
Shake	シェイク
“See what I mean?	「ヘッヘ！　そうやってムキになるのが
That kind of anger's what makes you	ガキたるゆえんよ！」
so immature!”	
“Don't pat yourself on the back	「のうがきは、速の強聖のオラに
until you beat me!”	勝ってからにしな！」
YUFFIE	YUFFIE
“Now watch…!”	「見てなよ……！」
Shake	シェイク
“'bout the only thing you do really good is breathe!	「ハナいきだけは一人前だね！
Are you sure you wanna fight?”	ホントにやる根性あんの？」
Stop yappin'!	おしゃべりは、もういい！
I'll forgive you	許してやるよ
“Hm, so someone finally got past Gorky.”	「ほう、ついにゴーリキーを
	倒した者が出たようじゃの」
“I guess it's Chekhov's turn…”	「では、このチェホフが
	立ち合いましょうぞ……」
Shake	シェイク
“Here I go, brat!	「行くぜ、ガキんちょ！
Speed Change!”	速変化招来！」
Shake	シェイク
“URRGRAAAAGH!	「うわっちゃ～！
So you CAN fight a bit!”	ちったーやるみたいじゃん！」
Shake	シェイク
“HYAAAAAAH!	「ひゃ～っはっは！
BRATBRATBRATBRAT!!”	ガキガキガキガキ～！」
Shake	シェイク
“You don't belong here!	「あんたらじゃダ～メ！
This is the Wutai Temple of Martial Arts!”	ここはウータイ武闘術
	五強聖の塔だぜ！」
Shake	シェイク
“Hey, you there!	「コラコラ、そこの～！
Don't ignore me!”	オラをムシすんなって！」
Shake	シェイク
“So you're just talk after all.	「あ～らら、いざとなると
Brat!”	口だけなんて、ガキもガキ
	大～ガキ～！」
Chekhov	チェホフ
“You can't go to the next floor	「シェイクを倒さずして
unless you beat Shake.”	階上に上がること
	あいなりませんぞ……」
Chekhov	チェホフ
“Ho, ho, ho…	「ホッホッホ……
It's been a while since I felt pain…”	ひさかたぶりに、うずきますぞ……」
“So even Shake's been defeated.	「なんとシェイクまで、敗れたか。
It's been a while since you	チェホフ、そなたの出番も
had to fight, eh Chekhov?”	ひさしぶりだな」
Chekhov	チェホフ
“Unfortunately, this is as far as it goes.	「残念ながら、わらわで
	おしまいじゃ。
Staniv, you watch over there.”	スタニフ、そなたは、そこで
	見ているがいい」
YUFFIE	YUFFIE
“That ain't going to happen!	「そんなワケにはいかないのよね～！
I'll teach you about the strength of youth!”	若さが強さってとこ
	教えたげるよ」
Chekhov	チェホフ
“Keep mouthing off like that, little girl,	「小娘が、いきがっておると
and you're going to get burned.”	やけどくらいですまぬぞえ」
I got insurance.	あいにく火遊びは大好きなの
Let's get this over, ya' old geez.	オバさんは相手にしてらんない
Chekhov	チェホフ
“Ho, ho, ho.	「ホッホッホ。
We'll see if you still talk like that	魔の強聖のわらわと
after you taste some of my Sacred Magic…”	試合った後でも、そのへらず口
	きけるといいが……」
Chekhov	チェホフ
“Ho, ho, ho.	「ホッホホ。
What do you expect from a child	ケツの青い小娘ならではの
barely out of diapers!?”	へらず口だこと」
Chekhov	チェホフ
“Magic Change!”	「魔変化招来！」
Chekhov	チェホフ
“I can't believe…you beat me.”	「わ、わらわの術を破るとは……」
Staniv	スタニフ
“This should be interesting!	「面白い……！
It's been too long since I've had	ひさびさに我が腕、ぞんぶんに
a chance to use my full power…”	ふるえそうだな……」
Chekhov	チェホフ
“Ho, ho, ho!	「ホッホッホ！
What does a immature child know…?”	年はもいかぬ子娘に
	何がわかろうて……」
Staniv	スタニフ
“This is the average person's limit?”	「やはり常人では、ここまでが
	限度か……」
Chekhov	チェホフ
“That being the case, we have	「そなたらでは、話にならぬぞえ」
nothing further to discuss.”	
Chekhov	チェホフ
“How dare they mock us,	「ここを素通りしようとは
thinking they could sneak past us.”	わらわも、なめられたものよ」
Staniv	スタニフ
“First, Chekhov will keep you company…”	「まずは、そちらのチェホフが
	お相手いたす……」
Staniv	スタニフ
“So you're here…”	「来ましたな……」
YUFFIE	YUFFIE
“Huh? Who am I supposed to beat?”	「あれ？　立ち合い人ってのは？」
Staniv	スタニフ
“HAAAAH!”	「はあーッ！」
Staniv	スタニフ
“The rule is the best fighter on	「ここ、４階までは階上の者が
each floor will be your opponent…	立ち合うのが、ならわし……。
This is a five-storied pagoda,but	しかし、ここは五強の塔４階にして
the fourth floor is the highest…”	最上階の意味を持つ……」
“In other words, no one has ever	すなわち！
defeated me--Master of Weaponry!”	武の強聖の、私を敗った者は
	かつてないということだ」
“You still want to try…?”	「それでも、戦うかね……？」
Just come on!!	もっちろん！
I'll pass!	パス、パ～ス！
Staniv	スタニフ
“I like you!	「気にいった！
Now watch…”	見るがいい……」
Staniv	スタニフ
“Weapon Change!”	「武変化招来！」
Staniv	スタニフ
“How unfortunate!	「無念！
It was over before I could even	今回も力をすべて出せずに
put all my strength into it…”	終わってしまった……」
Staniv	スタニフ
“Wh, what…!?”	「な、何だと……！？」
Gorky	ゴーリキー
“Splendid!	「お見事！
You have definitely improved…”	かくも腕を上げられたとは……」
Shake	シェイク
“Oh, ho!	「おっほ！
You might not be as much of a child	思ったよりガキじゃない
as we thought you were!”	みたいじゃん！」
Chekhov	チェホフ
“Of course.	「当然であろう。
If WE lost to her…”	わらわが敗れた者なれば……」
Staniv	スタニフ
“You have defeated four of our	「最上階の立ち合いは我ら４人！
best, but now you will have to	あの方と相まみえて
face HIM!”	いただきましょうぞ……！」
Staniv	スタニフ
“If it were not for Miss YUFFIE,	「YUFFIE殿でなければ
I wouldn't be facing him…”	私が相まみえるわけには
	参りませぬな……」
Staniv	スタニフ
“You didn't seem like someone who could	「労せずして実をえようとは
get to the fourth floor so easily…”	この４階まで来た者とも
	思えん所業……」
YUFFIE	YUFFIE
“D,…Dad!?”	「お、オヤジイ！？」
Godo	ゴドー
“I'm glad you made it this far,	「よくぞ来た、YUFFIE！」
YUFFIE!”	
YUFFIE	YUFFIE
“Why, why are you……”	「な、なんでアンタが……」
Godo	ゴドー
“I'll answer you by having you	「聞きたい事は、ワシの体に
try your skills against me!”	おのれの技で聞くが良い！」
“Hold nothing back.	「手をぬくなよ。　ワシを殺すつもりで、来い！
Come as if you're trying to kill me!	でなければ、私がお前を殺す！」
If you don't…then I'll have to kill you!”	
YUFFIE	YUFFIE
“Dammit……”	「ち、ちっくしょ～……」
Godo	ゴドー
“Ohhh! And what was that!?	「ええい！　なんたるざまだ！
Come back when you get more training!”	腕をみがいて、出直して来い！」
YUFFIE	YUFFIE
“I'll show you this time, you old Fart-meister!”	「今度こそ見てなよ。
	この、なまぐさボウズ！」
Godo	ゴドー
“Hmm? A slight improvement.”	「ほう、少しは腕を上げたか？」
Godo	ゴドー
“Come at me with all you have!	「全力で来い！
OMNI-Change!!”	総！　変！　化！　招！　来……ッ！！」
YUFFIE	YUFFIE
“H…hey!”	「ちょ、ちょっと！」
Godo	ゴドー
“What are you doing!	「何をしておる！
OMNI-Change!!”	総！　変！　化！　招！　来……ッ！！」
YUFFIE	YUFFIE
“…heave…heave…”	「ハッ……　ハッ……」
Godo	ゴドー
“…huff…puff…”	「ゼエ……　ゼェ……」
YUFFIE	YUFFIE
“O…old coot…	「おっ……　オヤジ……
not…bad…”	やるじゃ……ねーか……」
Godo	ゴドー
“You've…also…improved…”	「お前も……　腕を……
	あげたな……」
YUFFIE	YUFFIE
“Hah…Ha, ha…”	「ハ……　ハハッ……」
Godo	ゴドー
“…Heh, heh…”	「……ふ　ふッ……」
YUFFIE	YUFFIE
“Ha ha haaaaaa!”	「アハハハハハ……ッ！」
Godo	ゴドー
“Waha haaaaa!”	「うわっはっはっは……！」
Godo	ゴドー
“It's time I gave this	「やるようになったな
to you, YUFFIE…”	YUFFIE……」
“This is Leviathan Materia.	「この水神様のマテリアを
Take it.”	持って行くがいい」
Godo	ゴドー
“…I thought I'd give it to you,	「と、思ったら、持ちきれんほど
but you have no room for it.”	マテリアを持っているな」
“Then, come back for it later.	「ならば、後ほど受け取れい。
And don't forget!”	忘れぬようにな！」
Godo	ゴドー
“Leviathan Materia?	「水神様のマテリアか？
Oh! So you DID remember.”	ぬうッ！　きっちり覚えておったか」
“Well it's yours, go ahead and take it!”	「やむをえん、受け取るがよい！」
“You have too much Materia!”	「そなたら、おびただしいほどの
	マテリアを持っておるではないか！」
Staniv	スタニフ
“But, Lord Godo.	「しかし、ゴドー様。
Leviathan Materia should only be given	水神様のマテリアは、五強の塔を
to the person who conquers and takes	制覇し、新たに五強聖をおさめる者が
over this Pagoda.	持つのが、ならわし……」
That is our custom…”	
YUFFIE	YUFFIE
“CUSTOM, CUSTOM, CUSTOM…	「ならわし、ならわしって
I'm so sick of hearing that!”	もー聞きあきたよ！」
“It's so stupid!”	「バッカじゃない！？」
Gorky	ゴーリキー
“Silence, Miss YUFFIE!”	「口がすぎますぞ！
	YUFFIE様！」
YUFFIE	YUFFIE
“Then what 'bout all of you?	「じゃ、あんたらは、い～の？
With all your power…”	それだけの力があって……
“Are you satisfied being cooped up	「こんな塔にこもってるだけで
in this tower?”	満足なのかよ！？」
Godo	ゴドー
“YUFFIE!”	「YUFFIE……！」
YUFFIE	YUFFIE
“You too, Dad!	「オヤジもそーさ……！
Just because you lost the war,”	前に戦に負けたからって！
“You turned Wutai into a place like this!”	「このウータイを、こんなに
	しちまってさ！」
Chekhov	チェホフ
“What do you mean?”	「……何が言いたいんだい？」
YUFFIE	YUFFIE
“You turned Wutai into a cheesy resort town	「ウータイを、こんな、ひなびた
peddling to tourists…”	観光地にして、ヨソ者にこびて……」
YUFFIE	YUFFIE
“How dare you!?	「そんなんで、いーのかよ！
Da-chao Statue and Leviathan are ashamed!!”	ダチャオ像も、水神様も泣いてるよ！！」
Godo	ゴドー
“…”	「……」
Shake	シェイク
“She IS a kid.”	「やれやれ、やっぱガキだな」
YUFFIE	YUFFIE
“Wh, what did you say?”	「な、何だと……！？」
Godo	ゴドー
“YUFFIE!!”	「YUFFIEッ！！」
Godo	ゴドー
“Forgive me…	「許してくれ……
It's all my fault…”	すべてワシの責任だ……」
Gorky	ゴーリキー
“What are you saying,	「何をおっしゃいます！
Lord Godo!”	ゴドー様！」
Godo	ゴドー
“Losing the war…turning Wutai into this.	「戦に負け……ウータイをこのように
It was all my fault…”	してしまったのは、ワシなのだ……」
Chekhov	チェホフ
“Lord Godo!”	「ゴドー様！」
Godo	ゴドー
“Silence!!”	「お前たちは黙っておれ！！」
Godo	ゴドー
“YUFFIE……”	「YUFFIE……
“I am the same now as I was	「かつて、戦にのぞむ前のワシも
before when I wanted war.”	今のお前と同じじゃった」
“But, after losing,	「だが戦に負け、考えた……」
I began to think…”	
“Is strength for beating enemies”	「強さとは、相手をたおすための
	ものなのか？」
“…or just something to show-off?”	「他者に対し見せつけるもの
	なのかとな……」
“Might begets might.”	「力を見せつける強者は、強者を呼ぶ。
	それが戦になる……」
“The same as Shinra.”	「それでは神羅と同じではないか……」
YUFFIE	YUFFIE
“……”	「……」
Godo	ゴドー
“I knew you were looking for Materia	「お前がウータイのため、マテリアを
for the good of Wutai.”	探しているのは、わかっていた」
“But, the reason I hide my strength now,	「だが、ワシが、力を封じているのも
is also for the good of Wutai…”	またウータイのためなのだ……」
“And now, I realize both are necessary…”	「今、わかったぞ。
“Strength without determination means	必要なものは両方なのだ……」
nothing.	
And determination without strength	「志のない力では、意味がない。
is equally useless…!”	力のない志では、それもかなわぬ……！」
Staniv	スタニフ
“Lord Godo…”	「ゴドー様……」
Godo	ゴドー
“You there, please take YUFFIE	「そなたたち、YUFFIEを
with you!”	同行させてやってくれい！」
“I perceive that you all have both	「そなたたちは、志と力
determination and strength!”	その２つを持っている！」
CID	CID
“Well, just tell yourself you're on	「ま、大船に乗ったつもりで
a big ship, and leave the rest	このCID様に
to ol' CID!”	まかせときなって！」
CAIT SITH	CAIT SITH
“If you put it that way,	「そ、そこまで言いはるんなら
we can't refuse…”	かまへんけど……」
RED XIII	RED XIII
“As long as she doesn't interfere!”	「オイラたちにめいわくを
	かけないっていうならね……！」
AERIS	AERITH
“All right.	「わかりました。
We'll take her with us.”	娘さん、おあずかりします」
TIFA	TIFA
“…after that, how can we refuse?”	「……そうまで言われたら
	ことわれないわね」
VINCENT	VINCENT
“Hmm…	「フッ……
You may come if you want to …”	勝手について来るがいい……」
BARRET	BARRET
“Jus' don't do nothin'	「もうマテリアに、みょうなマネ
funny to our Materia…!”	しねえならな……！」
CLOUD	CLOUD
“All right, I don't mind.”	「ということさ。
	俺はかまわないよ」
Godo	ゴドー
“Go, YUFFIE!”	「行けい、YUFFIE！」
“For the sake of	「ウータイに真の強さを根づかせる
Wutai!”	ためにもな！」
YUFFIE	YUFFIE
“Dad…”	「オヤジ……」
Godo	ゴドー
“I'll take care of the Five Sacred Gods	「お前がもどるまでは、ワシが五強聖を
until you return!”	おさめる！」
“Go!	「行ってこい！
And come back alive!”	そして生きて帰って来い！」
YUFFIE	YUFFIE
“Duh!”	「と～ぜんだよ！」
Godo	ゴドー
“YUFFIE, wait a minute.”	「YUFFIE、ちょっと待て」
Godo	ゴドー
“After their battle is over…”	「あの連中の持っている
	マテリアな……」
“Do you think they'll still want	「戦いが終われば、たぶん
all their Materia?”	用ずみになるんではないかな？」
YUFFIE	YUFFIE
“Dad…!”	「オヤジ……！」
Godo	ゴドー
“Go!	「行ってこい！
Fight till the end!	最後まで生き残れ！
But come back!”	そして帰って来るのだ！
“With the Materia!”	「マテリアを持ってな！」
YUFFIE	YUFFIE
“Heh, heh…you bet!”	「ヘヘ……あったりまえよ！」
Staniv	スタニフ
“Miss YUFFIE.	「YUFFIE殿。
Your feelings for Wutai are the same	ウータイを思う気持ちは
as Lord Godo's.	そなたもゴドー様もいっしょ。
Always remember that…”	それだけはお忘れなきよう……」
Staniv	スタニフ
“Please take care of Miss YUFFIE.”	「YUFFIE殿を、なにとぞ
	よろしくおたのもうしますぞ」
Chekhov	チェホフ
“Never bring shame on Wutai.”	「ウータイの名にはじぬ
	戦をしてまいれ」
Chekhov	チェホフ
“She's always like this.	「あの小娘はあいかわらずじゃろうて。
It'll be rougher on you.”	そなたらも大変じゃのう」
Shake	シェイク
“You say there's some unusual Materia where	「海底パイプってとこに
the underground pipe is!?”	めずらしいマテリアがあるって！」
“But, first you gotta get if from a monster	「モンスターが持っているらしいけど
and unless you use your head,	ちょっと頭をつかわないとゲット
you won't be able to do it.”	できないってさ。」
Shake	シェイク
“Did that kid mature at all?”	「あのガキ、ちっとは成長
	したかい？」
Gorky	ゴーリキー
“Miss YUFFIE.	「YUFFIE様。
We pray for your success!”	ご武運を、おいのりしております！」
Gorky	ゴーリキー
“Oh, you there!	「おお、そなたら！
How is Miss YUFFIE doing?”	YUFFIE様は、お元気ですかな？」
Gorky	ゴーリキー
“Winning Miss YUFFIE's heart	「YUFFIE様に見そめられるとは
must mean you have tremendous skill.”	それがしたちも、かなり腕には
	おぼえがあられますな」
Shake	シェイク
“Compared to me,	「あんたらも、オラにくらべりゃ
all of you are nothin' but a buncha babies.”	まだまだヒヨッコだね」
Chekhov	チェホフ
“Managing that girl must be exceedingly	「そなたらも、あの小娘相手に
rough on you.”	たいぎなことじゃのう」
Staniv	スタニフ
“I would like to fight you,	「そなたらとも、お手合わせ
however the Five Sacred Gods can	ねがいたいところだが、五強聖は
only compete with those from Wutai…”	ウータイの者としか、試合うことは
	ゆるされない……」
Shake	シェイク
“Sh…”	「しー……ッ！」
Staniv	スタニフ
“…”	「……」
Chekhov	チェホフ
“…”	「……」
Gorky	ゴーリキー
“…”	「……」
Godo	ゴドー
“…Hm.	「……ほう。
You can do it…”	出来るな、そなたら……」
Godo	ゴドー
“Go!	「行ってこい！
Fight till the end!	最後まで生き残れ！
But come back!”	そして帰って来るのだ！
“Mat-…”	「マテ……」
“Take care of the Materia!!”	「マテリアを大事になッ！！」
Godo	ゴドー
“Your Mat-…”	「そなたら、マテ……」
“I mean, please look after YUFFIE…!”	「いや、YUFFIEを
	よろしく頼みますぞ……！」
	
Received "Dragoon Lance"!	『ドラグーンランス』を手にいれた！
Received "Oritsuru"!	『折り鶴』を手にいれた！
You can not take on any more Materia.	これいじょうマテリアは持てません。
Please discard some Materia.	なにかマテリアをすててください。
Received "MP Absorb" Materia!	『ＭＰきゅうしゅう』のマテリアを手にいれた！
Received "Leviathan" Materia!	『リヴァイアサン』のマテリアを手にいれた！
Received "Steal As Well" Materia!	『ついでにぬすむ』のマテリアを手にいれた！
Wutai‚Main Mtn.	ウータイ総本山
	
CLOUD	CLOUD
“…”	「…………」
Wanna rest?	休んでいくか
Let's move on	先を急ごう
TIFA	TIFA
“Phew…”	「フウ……」
Yeah, let's get some rest	休んでいこうかな
I'm all right	今はつかれてないわね
CID	CID
“Well…”	「ヤレヤレ……」
I could take a short nap	ちょっくら休んでくか
No time to waste	グズグズしてられねえ
YUFFIE	YUFFIE
“Phew, perfect.	「フー、これでバッチリ。
Now the Materia is back in its	マテリアはもとどおり！」
rightful place.”	
CLOUD	CLOUD
“Hey…the order is	「おい……マテリアの
all messed up.”	つけかたがメチャクチャだ」
TIFA	TIFA
“Hey, what is this?	「ちょっと、なにコレ……
The order of	マテリアのつけかた
it's all messed up!”	メチャクチャじゃない！」
CID	CID
“What the hell's goin' on!?	「なんだコリャ！？
The order of	おい、マテリアのつけかた
the Materia's all messed up!”	メチャクチャじゃねえよ！」
YUFFIE	YUFFIE
“Huh?	「あん？
Oh, it'll be all right…”	ああ、いいのいいの」
“Don't be so picky!”	「こまかいこと
	いちいち気にしない！」
YUFFIE	YUFFIE
“Anyways,	「いや～、それにしても
that sure was close.”	アブないところだったよね～」
“No, normally	「ううん、いつものアタシなら
I would kick their butts,	あんなやつら、バシバシバシッ！！
Boom, Bang!!”	とかたづけちゃうんだけどさ」
“That Corneo guy's	「ホント、あのコルネオっての
a real pain.”	とんでもないやつだね」
“I'd rather deal with my dad than	「あれならアタシの親父のほうが
with that guy.”	ずっとマシだよ」
“You know, some of those Turk guys	「そうそう、そう言えば
are pretty good, huh?”	あのタークスの連中
	けっこうイイところあるよね」
“At least, after all that,	「ま、なにはともあれ
we got the Materia back.”	マテリアはぶじに
	戻ってきたし」
“Now come on everybody,	「さ、はりきってみんなで
let's continue our journey…”	旅をつづけ……」
“Hey!!	「……って、ちょっと！！
W…Wait!”	ま、待ってよ！」
YUFFIE	YUFFIE
“Oh, all right.	「わ、わかったよ、ホラ
Here, I'll give this to you guys.”	これもアンタたちにあげちゃう！」
“…No, forget it.	「……いや、やっぱりやめとこ。
Besides, they have lots of Materia anyway.”	あいつら、いっぱいマテリア
	持ってるしな」
YUFFIE	YUFFIE
“Here, look, look!”	「ホラ、見て見て！」
	ジャジャーン！！
Received "MP Absorb" Materia!	『ＭＰきゅうしゅう』のマテリアを手にいれたー！
YUFFIE	YUFFIE
“…”	「…………」
YUFFIE	YUFFIE
“Come on, wait!”	「あ～もう、待ってよ～！」
“No matter what you think,	「誰が何と言おうと
I'm going with you!”	アタシはアンタたちに
	ついてくからね～！」
YUFFIE	YUFFIE
“…Next time…”	「……そんでもって
	つぎこそかならず……」
You cannot take on anymore Materia.	これいじょうマテリアは持てません。
Please discard some Materia.	なにかマテリアをすててください。
Received "MP Absorption" Materia!	『ＭＰきゅうしゅう』のマテリアを手にいれた！
