Ropeway Station	ロープウェイ乗り場
in front of her?	モグは、りっぱに飛べるでしょうか？
“Help him out with a few Kupo nuts.	「クポの実をあげて、彼女とうまくいくように
	手伝ってあげてください。
“He's flying!!	「飛んだ！
Mog was able to do it!	モグが、彼女の前で飛んだ！
She must have fallen for his graceful	彼女も、モグの男らしい飛びっぷりに
flying form.	すっかり、心をうばわれたようです。
“Sometime later…	「さて、それから
Looks like things are going well with	しばらくが、たちました。
his new Mog-friend.	おやおや、彼女とすっかり
	なかよくなったモグ。
“Time for a quiet date in the forest.	「今日は二人でお出かけのようです。
“Her name is Mag.	「彼女の名前はマグ。
“She is a good-natured Mog.	「とっても気立てのいい
	メスモーグリです。
“Best of luck to the both of you,	「おしあわせに、モグ。
Mog and Mag.	そしてマグ。
“May you have lots and lots of healthy Mogs!	「元気でかわいい子供が
	たくさん生まれるといいね。
“Uh…no worries there, I guess…	「おやおや、どうやらよけいな
	心配だったようです。
“~FIN~”	「～ＦＩＮ～」
“Hey you!!	「ヘイ・ユー！！
What're you lookin' so down for!?”	暗～い顔してますな～」
“How 'bout it?	「どうですか～？
Want me to read your fortune!?	みなさんの未来占うで～」
A bright future! A happy future!”	
“Oh, but don't hold it against me	「明るい未来、ゆかいな未来！
if it doesn't come true!”	あっ、ひさんな未来が出たら
	かんにんしてや～！」
“Oh, so sorry!	「あらら、すんません！
I'm a fortune telling machine.	ボクは、占いマシーンです。
The name's…”	名前は……」
CLOUD	CLOUD
“You can only read the future?”	「占うのは未来だけか？」
CAIT SITH	CAIT SITH
“You kidding?	「バカにしたらあかんで！
I can find missing things,	失せ物、失せ人
missing people, anything!”	なんでもございや！」
CLOUD	CLOUD
“Then can you tell me where	「セフィロスという男は
a man named Sephiroth is?”	どこにいる？」
CAIT SITH	CAIT SITH
“Sephiroth, right!?”	「セフィロスですな！」
“Okay, here goes!!”	「ほな、いきまっせ！！」
CLOUD	CLOUD
“…Ordinary luck.	「……中吉。
It will be an active fortune.”	活発な運勢になります」
“Give into the good will of others, and	「周りの人の好意に甘えて
something big'll happen after summer.	ひと頑張りしておくと
	夏以降にどっきりな予感。
…Wait…hold on…”	……なんだこれは？」
CAIT SITH	CAIT SITH
“Huh?	「あれっ？　もっぺんやりましょか」
Let me try again.”	
CLOUD	CLOUD
“Be careful of forgetfulness.	「忘れ物に注意。
Your lucky color is…blue?”	ラッキーカラーは青？」
CLOUD	CLOUD
“…Forget it.”	「……もういい」
CAIT SITH	CAIT SITH
“Wait, wait give me another chance!”	「待って～な、もっぺんやらして！」
CLOUD	CLOUD
“What the?”	「……なんだと！？」
TIFA	TIFA
“What does it say?”	「何てかいてあるの？」
AERIS	AERIS
“What?”	「な～に？」
RED XIII	RED XIII
“Read it out loud, CLOUD”	「読んでみろ、CLOUD」
YUFFIE	YUFFIE
“What is it?	「なんだよう！
Tell us!”	教えろよう！」
CLOUD	CLOUD
“What you pursue will be yours.	「求めれば必ず会えます。
But you will lose something dear.”	しかし最も大切なものを
	失います」
CAIT SITH	CAIT SITH
“I don't know if it's good	「ええんか、わるいんか
or bad…”	ようわからんなぁ……」
“This's the first time I	「こんな占い初めてですわ。
ever got something like THIS.”	気になりますな～」
CAIT SITH	CAIT SITH
“Then shall we?”	「ほな、いきましょか」
TIFA	TIFA
“Excuse me?”	「はぁ？」
AERIS	AERIS
“What are you talking about?”	「なにいってるの？」
RED XIII	RED XIII
“To where?”	「どこへ？」
YUFFIE	YUFFIE
“Huh?”	「なんだぁ？」
CAIT SITH	CAIT SITH
“Being a fortune teller,	「占い屋CAIT SITHとしては
this is gonna bug me.	こんな占い不本意なんです」
“If I don't see how it turns out,	「きっちり見届けんと
I'll never be able to relax.	気持ちがおさまらん。
So, I'm going with you!”	みなさんといっしょに
	行かせてもらいますわ！」
TIFA	TIFA
“Is it all right, CLOUD?”	「いいの？　CLOUD」
AERIS	AERIS
“What are we going to do, CLOUD?”	「どうするの、CLOUD」
RED XIII	RED XIII
“CLOUD, it's all right with you?”	「CLOUD、いいのか？」
YUFFIE	YUFFIE
“He's weird!	「へんなやつ！
CLOUD, don't let him come!”	CLOUD、やめなよ」
CAIT SITH	CAIT SITH
“I'm comin' with you no matter WHAT you say!”	「どないに言われてもついてきます！」
CLOUD	CLOUD
“H…hey!”	「お、おい！」
“Yaaay!!”	「わ～い！！」
“Eaayyyyyyh!”	「キャッキャ！」
“Come now, no running!”	「これこれ、走るんじゃないよ」
“Let's get lotsa GP at Wonder Square	「ワンダースクェアで
and have some fun!”	ＧＰをためて
	たくさん遊ぼう！」
“Now, be careful of Meteor.”	「これこれ、メテオには気をつけるんだよ」
“Let's get lotsa GP at Wonder Square	「わんだ～すくぇあで
and have a blast!”	ＧＰをためて
	たくさん遊ぼうでちゅ」
“I'll hang in there,	「ひとりになっても
even if I'm alone!”	ガンバルでちゅ」
Wonder Square	ワンダースクェア
“They probably told you	「入口で聞いたと思うけどよ
at the entrance, but	ゴールドソーサーのアトラクションの
most of the attractions at	ほとんどは『ＧＰ』っていう
Gold Saucer only take 'GP'.”	ゴールドソーサーでのお金がいるんだよ」
“They don't sell GP.	「これが、普通に売ってなくてよ
You can only get 'em from the	このワンダースクェアのゲームか
Wonder Square games or at the	チョコボレースでしか
Chocobo Races.”	手に入れられねぇんだ」
“Attention! Dismissed!!”	「よし、ちれ！！」
CLOUD	CLOUD
“Shinra soldiers…	「神羅兵…
Even here…”	こんなところまで…」
AERIS	AERIS
“What happened?”	「どうしたの？」
TIFA	TIFA
“What?”	「なに？」
RED XIII	RED XIII
“What happened?”	「どうした？」
YUFFIE	YUFFIE
“What is it?”	「なんだ？」
CLOUD	CLOUD
“Sh…!”	「シッ！」
“I'm sorry, we're currently renovating.	「すいません、今は改装中なんです
Please come again.”	また、出直してください」
“…”	「……………」
CLOUD	CLOUD
“!!”	「！！」
CLOUD	CLOUD
“Hmm!?”	「ん！？」
CLOUD	CLOUD
“Dead…”	「死んでる……」
TIFA	TIFA
“What!?”	「え！？」
AERIS	AERIS
“What!? Why?”	「え！？　どうして？」
RED XIII	RED XIII
“What the…”	「いったい……」
YUFFIE	YUFFIE
“Wh…why?”	「な、なんで？」
TIFA	TIFA
“Wa…wait	「ちょ、ちょっと
CLOUD!”	CLOUD！」
AERIS	AERIS
“CLOUD!?	「CLOUD！？
Where are you going?”	どこ、いくの？」
RED XIII	RED XIII
“Hey, CLOUD!”	「おい、CLOUD！」
YUFFIE	YUFFIE
“Don't, don't just leave me!”	「ア、アタシを置いていくな！」
Battle Square	バトルスクェア
“I heard that this is the curator's	「ここのアトラクションが
favorite attraction.	園長は１番好きらしいね。
He even has his collection	闘技場内に自分のコレクションを
displayed in the arena.”	展示してるくらいだからなぁ」
“Yeee-----ah!!”	「わ～い！！」
“Ea…ggha…!”	「キャッキャ！」
“No running, you kids!”	「これこれ、走るんじゃないよ」
“Be careful of the Meteor.”	「これこれ、メテオには気を付けるんだよ」
“Are you here for the battle, too?”	「あなたも、ここでバトルのかしら？」
That's the idea	そのつもり
Not interested	そんな気はない
“Is that so.”	「ふ～ん」
“I like fighters,	「わたし、ファイターって好きよ。
but hate ones who're all talk.”	けど、口だけの人ってキライなの」
“I watched you win eight battles.	「見てたわ、あなたが８戦
I want you to have this!”	勝ち抜くところ。
	これ、受け取って下さい！」
Received "Sprint Shoes"!	『エルメスのくつ』を手にいれた！！
“Good luck in the future too!”	「これからも
	ガンバってくださいね」
CLOUD	CLOUD
“Did Sephiroth do this!?”	「セフィロスがやったのか！」
CLOUD	CLOUD
“No…it's not him…	「これは……ちがう………
They're all shot…	銃で撃たれている……
Sephiroth would never use a gun…”	セフィロスは銃など使わない…」
“Ugh, ugggh.”	「う、うう」
CLOUD	CLOUD
“Hey, what happened!”	「おい、何があったんだ！」
Victim	被害者
“Ugh…ugh…a man	「ウ…ウ…片腕が銃の男……」
with a gun…on his arm…”	
AERIS	AERIS
“It can't be!?”	「ま、まさか！？」
TIFA	TIFA
“A gun on his arm!?”	「片腕が銃！？」
RED XIII	RED XIII
“…did he!?”	「……あいつが！？」
YUFFIE	YUFFIE
“Wow, no way!!”	「へぇ、やるぅ！！」
“Hold it right there!	「そこまでだ！
And stay quiet!!”	おとなしくしろ！！」
Dio	ディオ
“Did you guys do this!?”	「お前らがやったのか！？」
CLOUD	CLOUD
“N…no, it wasn't us!”	「ち、ちがう、俺たちじゃない！」
Dio	ディオ
“I must've been wrong…”	「私の見こみ違いというわけか…」
Dio	ディオ
“Stop them!!”	「捕らえろ！！」
CAIT SITH	CAIT SITH
“Hurry and run, it's gonna get ugly.”	「はよ逃げな、やばいで」
CLOUD	CLOUD
“He…hey!”	「お、おい！」
Arena Lobby	闘技場ロビー
Dio	ディオ
“That's as far as you go.”	「ここまでだな」
CLOUD	CLOUD
“Wait, listen to…”	「まて、話を…」
CAIT SITH	CAIT SITH
“CLOUD…”	「CLOUDさん…」
Arena	闘技場
doing it.	してる
Dio	ディオ
“One more to go.”	「あと、１人だな」
“Yes”	「はい」
CLOUD	CLOUD
“Hey!	「おい！
Pay attention!!”	少しは、こっちの話を聞け！！」
Dio	ディオ
“I don't need to hear it.	「聞くことはない。
Pay for your crime below!!”	下で、罪をつぐなうのだ！！」
Dio	ディオ
“Do it!”	「やれ！」
Corel Prison	コレルプリズン
	
“Wo-ho!	「ひゃあ、はっはっは！
Welcome to Corel Prison.”	ようこそコレルプリズンへ」
“Hold---it. If you wanna pass,	「おっと、こっから先は
you're gonna need	ボスの許可が無ければダメだ」
the boss's permission.”	
BARRET	BARRET
“…”	「………」
AERIS	AERIS
“You all right?”	「だいじょぶ？」
TIFA	TIFA
“CLOUD, you all right?”	「CLOUD
	だいじょうぶ？」
RED XIII	RED XIII
“Are you all right?”	「だいじょうぶか？」
YUFFIE	YUFFIE
“Hey, you okay?”	「おい、だいじょうぶ？」
CLOUD	CLOUD
“Where are we?”	「ここは？」
CAIT SITH	CAIT SITH
“A desert prison…	「サバクのかんごく……
Corel Prison…”	コレルプリズンやな」
CLOUD	CLOUD
“A desert prison?”	「サバクのかんごく？」
CAIT SITH	CAIT SITH
“Yup, a natural prison	「そや、サバクの流砂にかこまれた
in the middle of the desert…	自然のかんごくや」
surrounded entirely by quicksand.”	
CAIT SITH	CAIT SITH
“I heard that once you get in,	「一度入ったら、出ることはかなわん
you never get out…”	って、聞いてます…」
CAIT SITH	CAIT SITH
“But, there was	「けど、たしかナンか特例が
one special exception…”	あったような…」
AERIS	AERIS
“Hey!!	「あっ！！
BARRET!!”	BARRET！！」
TIFA	TIFA
“BARRET!?”	「BARRET！？」
RED XIII	RED XIII
“Mmm!?	「ん！？
Isn't that BARRET?”	あれは、BARRETではないのか？」
YUFFIE	YUFFIE
“Hey?	「あれ？
Isn't that BARRET?”	あいつ、BARRETじゃないのか？」
CLOUD	CLOUD
“BARRET…”	「BARRET……」
CLOUD	CLOUD
“Did you…”	「あんたまさか本当に……」
BARRET	BARRET
“Stay back!	「来るな！　これはオレの……
This's something I gotta deal with.”	オレがカタをつけなくちゃならねえ
	ことなんだ」
BARRET	BARRET
“Jus' leave me alone…”	「ほっといてくれ……」
CAIT SITH	CAIT SITH
“Whew! That's one of	「ヒョーッ！
your friends?	あの人も、みなさんのお知り合い？
He sure looks	なんやアブなそうな人やなぁ～」
dangerous…”	
RED XIII	RED XIII
“BARRET…”	「BARRET……」
AERIS	AERIS
“CLOUD, what should we do?	「CLOUD、どうしよう？
BARRET's not his normal self.”	BARRET、いつもとちがうよ」
TIFA	TIFA
“…BARRET…”	「そんな……BARRET……」
YUFFIE	YUFFIE
“Hey, CLOUD!	「おい、CLOUD！
Just leave him alone.”	あんなヤツほっとこうよ」
“I mean, he told us to, didn't he?	「向こうもああ言ってんだ。
Then that's that, right?”	ここでオサラバしよ、な？」
CLOUD	CLOUD
“This one's been shot, too…”	「これも銃で撃たれあとだ…」
CLOUD	CLOUD
“We should find BARRET	「サバクに出る前に
before we go out into the desert.”	BARRETを追ったほうがいいな」
Basement	地下室
“Empty…”	「からっぽ……」
Corel Prison	コレルプリズン
	
“You new?	「新入りか？
Then go and pay your	なら、コーツ様に
respects to Mr. Coates.”	あいさつをしておくんだな」
Mr. Coates' Henchmen	コーツの部下の２人
“More respects again?	「また、あいさつか？
You sure are formal, go ahead…”	いい心がけだ、入んな』
“I'll tell you one thing, rookie.	「新入りさん
This desert is	１つ教えておいてやるぜ
extremely dangerous.”	ここのサバクはチョー危険だぜ」
“It'll welcome you in,	「入る時はすんなり人を招き入れるが
but when you try	外に出ようとすると、サバクがそれを
to leave, it'll swallow ya.”	こばむんだよ」
“I hear some of them	「けどな、逆に招かれざる客も
never make it out…	こばまれて入ってこれねぇ
the best thing is to stay	なんて、話も聞くな」
out of the desert entirely.”	
“Ha ha ha”	「へっへっへ」
“This elevator will	「このエレベーターに乗りゃあ
take you to the top…”	上に行けるんだぜぇ」
“But, you gotta be picked	「けど、これに乗れるのは　チョコボレーサーに
as a Chocobo Racer, first.”	選ばれたやつだけなんだぜぇ」
“Want to enter the Chocobo Race?”	「チョコボレースに出たいのか？」
Not interested	興味ないね
Yeah, I want to enter	ぜひ、出たい
“You thinkin' of livin' here forever?	「一生ここでくらす気か？
Then live a long life!”	せいぜい長生きするんだな！」
“Then go get permission	「それならよ、許可をとってこいよ。
with the boss of this place.”	ここのボスのさ」
CLOUD	CLOUD
“Who's the boss?”	「ボスは誰だ？」
“You don't even know that?	「あ～らら！
Oh man.”	知らないの？
	ダメだな、こりゃ」
“Empty…”	「からっぽ……」
“This place is heaven.”	「ここは天国だぜ」
“Man with a gun on his arm?”	「片腕が銃の男？」
“Never heard of him.”	「知らねぇぜ」
“You wanna see the Boss?”	「ボスに会いてぇ？」
“Go Southwest	「南西にず～っと向かえば
and you'll meet him.”	会えるんじゃねぇか？」
“You'll meet him.”	「会えるんじゃねぇか？」
“Once out in the desert,	「サバクにでたら
stay still and	ずっと止まってるんだ
don't walk.”	歩いちゃいけねぇ」
“Don't walk.”	「歩いちゃいけねぇ」
“There's no way you'll ever see	「いつか、不思議なチョコボ車に
a mysterious Chocobo carriage.	会えるなんて事は
No way.”	ぜってぇ、ねぇ」
“No way.”	「ぜってぇ、ねぇ」
“Those guys only tell lies.	「そこの奴らはウソしか言わねぇんだ
Only lies. Not one of 'em	ウソだけだ、本当のことなんて
will tell you the truth.	何ひとつ言わねぇよ。　何回か話を
Just talk with 'em a couple of times,	聞いてみな、あきれてくるぜ」
and you'll get sick of 'em.”	
Corel Prison	コレルプリズン
	
“If you get lost in the desert,	「サバクに迷いこんじまったら
just keep going Northeast.	ひたすら北東に進むんだな。
If you're lucky, you'll make it back here.”	運がよければもどってこられるぜ」
“Man, the Boss was REALLY	「今日のボスは
in a bad mood today…	すげぇキゲンが悪ぃや…
Or was it one of his better days?”	いや、ありゃあキゲンがいいのか？」
Prison Pub	プリズンパブ
	
“A rookie? Then you gotta buy something.	「新入りか？　じゃあ買っていけ。
Yup, that's the rule here.”	ああ、そういうルールだ」
Container	コーツのコンテナ
	
Mr.Coates	コーツ
“Never seen your face 'round	「見ねえ顔だな。
here before. Goin' up?”	ん？　上へ行きてえのか？」
Not interested	興味ないね
Yeah, up	行きたい
Mr.Coates	コーツ
“Heh heh!	「ヘッヘッヘッ！
You sure got guts!”	いいこころがけだ」
Mr.Coates	コーツ
“You don't seem to understand	「おめえ、ここがわかってねえな。
how things work down here.	ここはゴールドソーサーのゴミすて場
This is the Gold Saucer's garbage dump.	てめえらもクズなんだよ」
And that makes alluv ya scrubs.”	
Mr.Coates	コーツ
“The only way to get back up there	「シャバへもどりてえんなら
is to win the Chocobo Race.”	チョコボレースで優勝するしかねえ」
Mr.Coates	コーツ
“But, it's not	「だがな、てめえらみたいな新顔が
as easy as you rookies think.”	すぐ出られるほど甘かねえよ」
“Of course, if you got the boss's permission	「ま、ボスの許可でも
it'd be a different story, but	取れたら別だがな
YOU'll never get that!”	とれるわきゃあねえか？」
Mr.Coates	コーツ
“Ha ha ha ha.”	「はははっははっ」
Mayor's Old House	旧村長の家
	
CLOUD	CLOUD
“BARRET!”	「BARRET！」
BARRET	BARRET
“Didn't I tell you not to come here!?”	「来るなと言ったじゃねえか！」
CAIT SITH	CAIT SITH
“Ju…just hold on for a second!	「ちょ、ちょっとタンマ！
We just want to talk!	話し、しましょ！
You'll understand if you just hear us out!”	な、話せばわかるって！」
CLOUD	CLOUD
“BARRET!!”	「BARRET！！」
BARRET	BARRET
“Didn't want none	「おまえたちを
of ya to get involved…”	まきこみたくなかった……」
AERIS	AERIS
“Hey that's CLOUD's line!	「それ、CLOUDのセリフ！
…It's too dangerous, I can't	『危険だ、まきこむわけには
let you get involved…' blah, blah, blah…”	いかない』とかなんとか、ね」
TIFA	TIFA
“Yeah.	「そうそう。
We're already involved in this.”	それに私たち、もう思いっきり
	まきこまれちゃってるんだから」
AERIS	AERIS
“We saw you and hurried here.	「上でBARRET見つけて
BARRET, just tell us	あわててここまで来たの。
what's going on.”	BARRET、ちゃんと説明して」
TIFA	TIFA
“We saw you and hurried here.	「上でBARRETを見かけて
So come on BARRET,	あわてて追いかけてきたんだから。
just tell us what's going on.”	さあBARRET、きちんと説明してね」
BARRET	BARRET
“You guys…”	「おまえたち……」
RED XIII	RED XIII
“I heard that the murders at the	「闘技場の事件は
Battle Arena were done by a man	片腕が銃の男のしわざだと聞いた。
with a gun-arm…was that you?”	……あんたか？」
BARRET	BARRET
“There's another…	「もう１人いるんだ……
another man that got a gun	片腕に銃をもつ男。
grafted inta one of his arms.	４年前、あの日から……」
It was four years ago…”	
BARRET	BARRET
“What the hell happened?”	「なんてこった……」
Dyne	ダイン
“What's done is done.”	「とりかえしがつかねえ…」
Dyne	ダイン
“Hey, BARRET!	「おい、BARRET！
It's not over yet!”	まだ終わっちゃいねえ！」
“Everyone's waiting!	「みんなが、待ってる！！
Let's go back to the village!”	俺たちの村へ帰るぞ！」
I remember…	あの日……
I was on my way home from visiting	建設中の魔晄炉を見物にいった
a Mako Reactor being built.	帰り道だった……
“BARRET! Dyne!	「BARRET！　ダイン！
Come quick! The village's being attacked!	大変だ！　村が襲われた！
It's Shinra soldiers!”	神羅の兵だ！」
BARRET	BARRET
“What!!!?”	「なにっ！！！」
Dyne	ダイン
“C'mon, BARRET!	「おい、BARRET！
We gotta hurry!”	急ぐんだ！」
“BARRET! Dyne!	「BARRET！　ダイン！
Protect the village!”	村をたのんだぞ…」
BARRET	BARRET
“Hmp!!	「チッ！！
Old man!!”	おやっさん！！」
BARRET	BARRET
“Krggh!!”	「クッ……！！」
Dyne	ダイン
“BARRET!!	「BARRET！！
You stay here!!”	ここはこらえろ！！」
BARRET	BARRET
“Shu' up!!”	「うるせえ！！」
Dyne	ダイン
“Watch out!!”	「あぶねえ！！」
Scarlet	スカーレット
“Kyaa, haa, ha!!”	「キャハハハハハ！！」
“You can shoot all day and never	「下手な鉄砲はいくら撃っても
hit them with aim like that.”	あたんないんだよ！！」
Scarlet	スカーレット
“Kya, ha, ha!!!	「キャハハハハ！！！
Looks like one hit you!!”	ちゃんと当たるじゃないか！！」
Scarlet	スカーレット
“Kya, ha, ha!!	「キャハハハハハ！！！
Stop playing around	ほら、遊んでないで援護しな！！」
and cover me!!”	
BARRET	BARRET
“Dyne!!	「ダイン！！
Hang on!!”	離すんじゃねえぞ！！」
“Listen to me!!	「いいか！！
You're comin' back	村へ帰るんだろ！！」
to the village, hear!!?”	
Dyne	ダイン
“Yeah…	「ああ……。
I ain't lettin' go…”	離すわけねえ……」
“You're comin' back…	「俺たちの村に帰るんだ…
Everyone's waitin' for ya…”	……みんなが待ってる…」
“Eleanor…	「エレノアが…
and Marlene…	マリンが……
They all waitin' on us…”	俺たちの帰りを……」
BARRET	BARRET
“Dyyyyyyne!”	「ダイーーーーーン！」
BARRET	BARRET
“From then on,	「オレの右腕は
I couldn't use my right arm no more.”	もう使い物にならなかった」
BARRET	BARRET
“…I was depressed for a while.”	「……しばらく悩んだけどよ」
BARRET	BARRET
“But then I threw away my artificial arm	「オレは右腕をすて
and got this gun grafted in.”	この銃を手に入れた」
BARRET	BARRET
“Got a new right arm to get revenge on	「オレからすべてを奪っていった
the Shinra, who took everything away…”	神羅に復讐するための
	新しい右腕……」
BARRET	BARRET
“Back then, I heard the doc say	「そのときの医者から聞いたのさ。
there was another man	オレと同じ手術を望んだ男が
who got the same operation as me.”	もう１人いるってことをな」
“But, his was the left arm.”	「ただし、そいつは左腕が
	銃になっている」
CLOUD	CLOUD
“…”	「…………」
AERIS	AERIS
“But…Dyne's injury was	「でも……それならダインも
the same as yours, right?”	あなたと同じ、でしょ？」
TIFA	TIFA
“Yeah, that's right.	「そうよね。
He was deceived by the Shinra too.”	神羅にだまされたんだもの」
“He'll probably join us	「きっと、いっしょに神羅と
to fight against the Shinra.”	戦ってくれるわ」
BARRET	BARRET
“…Wouldn't bet on it.	「……わからねえ。
I gotta 'pologize to Dyne	わからねえが、オレはダインに
before I can rest in peace.”	あやまらなくちゃ気がすまねえ」
BARRET	BARRET
“An' that's why I gotta go alone.”	「だからよ、１人でいかせてくれ」
CLOUD	CLOUD
“Do whatever you want…	「好きにすればいい」
Is that what you want to hear?”	
“Well, I can't let you do it.	「と、いいたいところだがダメだな
We need your help to save	ここで、アンタに死なれると
the Planet.”	夢見が悪そうだ」
AERIS	AERIS
“BARRET,	「BARRET
this isn't the end.”	ここで終わりじゃないよ」
TIFA	TIFA
“Weren't you going to save the Planet?”	「星を救うんでしょ？」
BARRET	BARRET
“@#$%! TIFA,	「へっ！
you oughtta know by now.”	TIFA、もうわかっただろ？」
TIFA	TIFA
“…That's all right.	「……いいじゃない、べつに。
I'm not so different from you.”	私だって似たようなものだわ」
AERIS	AERIS
“That's easier to understand.	「わかりやすいよ、そのほうが。
It's you, BARRET.”	BARRETらしいもん」
CLOUD	CLOUD
“So there it is, BARRET.	「というわけだ、BARRET。
So I guess it'll be	さて、BARRETと俺と……」
BARRET, me, and…”	
AERIS	AERIS
“I wonder if Dyne will join us?”	「ダインさん、仲間なってくれるかな？」
TIFA	TIFA
“Be careful.”	「気をつけてね」
RED XIII	RED XIII
“Hmm? Shall I go with you?”	「ん？　私も行こうか？」
CAIT SITH	CAIT SITH
“Fortune's good.	「ええ占い出てますわ。
Everything is perfect!”	なんもかんもバッチリですわ！」
YUFFIE	YUFFIE
“You all sure are acting pretty heroic,	「金にもならないのに
considerin' we're not	物好きなやつらだねえ」
makin' any money on this…”	
CLOUD	CLOUD
“Looks like we could get some sleep here.”	「ここで、ひと眠りできそうだ」
Sleep	ねる
Don't sleep	ねない
Corel Desert	コレルサバク
“Wanna ride?”	「乗るかい……？」
Get on	乗る
Don't get on	乗りたくない
Corel Desert	コレルサバク
Corel Prison	コレルプリズン
Dyne	ダイン
	
BARRET	BARRET
“…Dyne	「……ダイン
…is that you?”	……おまえなのか？」
Dyne	ダイン
“Now that's a voice I haven't heard in years…”	「なつかしい声だな……」
Dyne	ダイン
“A voice I'll never forget…”	「忘れようにも
	忘れられない声だ……」
BARRET	BARRET
“I always hoped I'd be able	「いつか会えると信じていた……
to see you again someday…	オレと同じ手術を受け
I knew you were alive somewhere…	どこかで生きていると……」
we had the same operation.”	
BARRET	BARRET
“Listen Dyne,	「聞いてくれダイン。
I want to…”	おまえに……」
Dyne	ダイン
“I can hear her voice. What's that?”	「声が……聞こえるんだ」
BARRET	BARRET
“…?”	「……？」
Dyne	ダイン
“It's Eleanor's voice.	「聞こえるんだよ、エレノアの声が。
Begging me…	おねがいだから……BARRETを
not to hate your rotten guts.”	うらまないでってさ」
Dyne	ダイン
“That's why I never	「だから、あんたを追っかけるのは
hunted you down…”	やめといた……」
BARRET	BARRET
“…I know I was stupid.	「……自分の愚かさは知っている。
I'm not asking you to forgive me.”	許してくれとは言わない」
BARRET	BARRET
“But…what're you doin' in a	「でもよ……こんなところで
place like this?”	何をしてるんだ？」
“Why ya wanna kill people who	「関係ない人間を殺してどうなる？
ain't even involved? Why?”	なぜだ？」
Dyne	ダイン
“Why!?	「……なぜ！？
The hell do you care!?”	理由を聞いてどうする！？」
Dyne	ダイン
“You think the dead understand why's?	「それで殺された人間はなっとくするのか？
Is hearin' Shinra's excuses gonna make	神羅の言い分を聞けば
people in Corel understand anything?”	コレル村の人間は了解するのか！？」
Dyne	ダイン
“I don't CARE about reasons!”	「理由なんてどうでもいい！」
Dyne	ダイン
“All they give us is artillery and stupid excuses…	「与えられるのは銃弾と不条理…
What's left is a world of despair and emptiness…”	残されるのは絶望と無の世界…
	それだけだ！！」
BARRET	BARRET
“…”	「…………」
Dyne	ダイン
“You still want to hear 'why'?	「それでも聞きたいか？
…All right, I'll tell you.”	……なら教えてやろう」
Dyne	ダイン
“'Cause I want to destroy everything.”	「俺はな、壊してしまいたいんだよ」
Dyne	ダイン
“The people in this city.”	「この街の人間を」
Dyne	ダイン
“This city itself.”	「この街のすべてを」
Dyne	ダイン
“The whole world!”	「この世界のすべてを！」
Dyne	ダイン
“I got nothing left in this world.	「この世界にはもう何もない。
Corel, Eleanor…	コレル村、エレノア……
Marlene…”	マリン……」
BARRET	BARRET
“Dyne, Marlene…	「マリンは……
Marlene's still alive.”	マリンは生きている」
Dyne	ダイン
“…?”	「……？」
BARRET	BARRET
“I went back into town.	「あのあと、オレは村にもどった。
I thought she was gone for sure.”	もう逃げられない…そう思った」
BARRET	BARRET
“I wandered around town	「だからせめて、最後はミーナの
for awhile…”	そばにいたいと思った」
BARRET	BARRET
“That's when I found her…	「そこであの子を……
…found Marlene.”	おまえの娘、マリンを見つけた」
Dyne	ダイン
“…”	「……」
BARRET	BARRET
“She's in Midgar.	「マリンはミッドガルにいるんだ。
Let's go see her together, all right?”	一練に会いに行こう、な？」
Dyne	ダイン
“So…she's still alive?”	「そうか……生きているのか……」
Dyne	ダイン
“All right, BARRET.	「わかったよ、BARRET。
Then I guess you and me gotta fight.”	やはりおまえと戦わなくては
	ならないな」
BARRET	BARRET
“What!?”	「なんだと！？」
Dyne	ダイン
“Eleanor's all by herself.	「エレノアが１人で
I gotta take Marlene to her.”	さみしがってる。
	マリンも連れて行ってやらないとな」
BARRET	BARRET
“Dyne…are you crazy!?”	「ダイン……正気か！？」
Dyne	ダイン
“Marlene wants to see her mom,	「マリンだって母さんに
don't she?”	会いたがってるだろ？」
BARRET	BARRET
“Stop, Dyne!	「やめろ、ダイン！
I can't die yet!”	オレはここで死ぬわけには
	いかねえんだ！」
Dyne	ダイン
“Oh yeah?	「そうかい。
Well my life's been	俺はあの日から命は
over ever since then.”	すててるぜ」
BARRET	BARRET
“Stop it!	「やめてくれ！
I don't wanna fight you!”	おまえとはやりたくねえ！」
CLOUD	CLOUD
“BARRET!”	「BARRET！」
BARRET	BARRET
“CLOUD, you stay the hell out of it!	「CLOUD、手を出すな！
This is MY problem!!”	これは、オレの間題だ！！」
Dyne	ダイン
“…BARRET…”	「……BARRET……」
BARRET	BARRET
“Dyne!!”	「ダイン！！」
Dyne	ダイン
“Back!!”	「来るな！！」
Dyne	ダイン
“…I didn't just lose an arm	「……俺はあの時
back then…”	片腕と……いっしょに」
“I lost something irreplaceable.	「かけがえのないものを失った……
I don't know where it went wrong…”	どこで……
	くいちがっちまったのかな……」
BARRET	BARRET
“Dyne…I don't know either, man.”	「ダイン……わからねえよ」
BARRET	BARRET
“Is this the only way…	「オレたち……
we can resolve this?”	こういうやりかたでしか
	決着をつけられなかったのか？」
Dyne	ダイン
“I told you…	「言ったはずだ……
I…	俺は……
I wanna destroy everything…”	壊してしまいたかったんだよ……」
Dyne	ダイン
“Everything…	「何もかも……
This crazy world…	このくるった世界も……
Even me…”	俺自身も……」
BARRET	BARRET
“An' what 'bout Marlene?	「マリンは！
