Ropeway Station	ロープウェイ乗り場
N…no, it wasn't us!	ち、ちがう、俺たちじゃない！
Dio	ディオ
I must've been wrong…	私の見こみ違いというわけか…
Dio	ディオ
Stop them!!	捕らえろ！！
Hurry and run, it's gonna get ugly.	はよ逃げな、やばいで
He…hey!	お、おい！
Arena Lobby	闘技場ロビー
Dio	ディオ
That's as far as you go.	ここまでだな
Wait, listen to…	まて、話を…
CLOUD…	CLOUDさん…
Arena	闘技場
doing it.	してる
Dio	ディオ
One more to go.	あと、１人だな
Yes	はい
Hey! Pay attention!!	おい！少しは、こっちの話を聞け！！
Dio	ディオ
I don't need to hear it. Pay for your crime below!!	聞くことはない。下で、罪をつぐなうのだ！！
Dio	ディオ
Do it!	やれ！
Corel Prison	コレルプリズン
Wo-ho! Welcome to Corel Prison.	ひゃあ、はっはっは！ようこそコレルプリズンへ
Hold---it. If you wanna pass, you're gonna need the boss's permission.	おっと、こっから先はボスの許可が無ければダメだ
…	………
You all right?	だいじょぶ？
CLOUD, you all right?	CLOUDだいじょうぶ？
Are you all right?	だいじょうぶか？
Hey, you okay?	おい、だいじょうぶ？
Where are we?	ここは？
A desert prison… Corel Prison…	サバクのかんごく……コレルプリズンやな
A desert prison?	サバクのかんごく？
Yup, a natural prison in the middle of the desert… surrounded entirely by quicksand.	そや、サバクの流砂にかこまれた自然のかんごくや
I heard that once you get in, you never get out…	一度入ったら、出ることはかなわんって、聞いてます…
But, there was one special exception…	けど、たしかナンか特例があったような…
Hey!! BARRET!!	あっ！！BARRET！！
BARRET!?	BARRET！？
Mmm!? Isn't that BARRET?	ん！？あれは、BARRETではないのか？
Hey? Isn't that BARRET?	あれ？あいつ、BARRETじゃないのか？
BARRET…	BARRET……
Did you…	あんたまさか本当に……
Stay back! This's something I gotta deal with.	来るな！　これはオレの……オレがカタをつけなくちゃならねえことなんだ
Jus' leave me alone…	ほっといてくれ……
Whew! That's one of your friends? He sure looks dangerous…	ヒョーッ！あの人も、みなさんのお知り合い？なんやアブなそうな人やなぁ～
BARRET…	BARRET……
CLOUD, what should we do? BARRET's not his normal self.	CLOUD、どうしよう？BARRET、いつもとちがうよ
…BARRET…	そんな……BARRET……
Hey, CLOUD! Just leave him alone.	おい、CLOUD！あんなヤツほっとこうよ
I mean, he told us to, didn't he? Then that's that, right?	向こうもああ言ってんだ。ここでオサラバしよ、な？
This one's been shot, too…	これも銃で撃たれあとだ…
We should find BARRET before we go out into the desert.	サバクに出る前にBARRETを追ったほうがいいな
Basement	地下室
Empty…	からっぽ……
Corel Prison	コレルプリズン
You new? Then go and pay your respects to Mr. Coates.	新入りか？なら、コーツ様にあいさつをしておくんだな
Mr. Coates' Henchmen	コーツの部下の２人
More respects again? You sure are formal, go ahead…	また、あいさつか？ いい心がけだ、入んな』
I'll tell you one thing, rookie. This desert is extremely dangerous.	新入りさん１つ教えておいてやるぜここのサバクはチョー危険だぜ
It'll welcome you in, but when you try to leave, it'll swallow ya.	入る時はすんなり人を招き入れるが外に出ようとすると、サバクがそれをこばむんだよ
I hear some of them never make it out… the best thing is to stay out of the desert entirely.	けどな、逆に招かれざる客もこばまれて入ってこれねぇなんて、話も聞くな
Ha ha ha	へっへっへ
This elevator will take you to the top…	このエレベーターに乗りゃあ上に行けるんだぜぇ
But, you gotta be picked as a Chocobo Racer, first.	けど、これに乗れるのは　チョコボレーサーに選ばれたやつだけなんだぜぇ
Want to enter the Chocobo Race?	チョコボレースに出たいのか？
Not interested	興味ないね
Yeah, I want to enter	ぜひ、出たい
You thinkin' of livin' here forever? Then live a long life!	一生ここでくらす気か？せいぜい長生きするんだな！
Then go get permission with the boss of this place.	それならよ、許可をとってこいよ。ここのボスのさ
Who's the boss?	ボスは誰だ？
You don't even know that? Oh man.	あ～らら！知らないの？ダメだな、こりゃ
Empty…	からっぽ……
This place is heaven.	ここは天国だぜ
Man with a gun on his arm?	片腕が銃の男？
Never heard of him.	知らねぇぜ
You wanna see the Boss?	ボスに会いてぇ？
Go Southwest and you'll meet him.	南西にず～っと向かえば会えるんじゃねぇか？
You'll meet him.	会えるんじゃねぇか？
Once out in the desert, stay still and don't walk.	サバクにでたらずっと止まってるんだ歩いちゃいけねぇ
Don't walk.	歩いちゃいけねぇ
There's no way you'll ever see a mysterious Chocobo carriage. No way.	いつか、不思議なチョコボ車に会えるなんて事はぜってぇ、ねぇ
No way.	ぜってぇ、ねぇ
Those guys only tell lies. Only lies. Not one of 'em will tell you the truth. Just talk with 'em a couple of times, and you'll get sick of 'em.	そこの奴らはウソしか言わねぇんだウソだけだ、本当のことなんて何ひとつ言わねぇよ。　何回か話を聞いてみな、あきれてくるぜ
Corel Prison	コレルプリズン
If you get lost in the desert, just keep going Northeast. If you're lucky, you'll make it back here.	サバクに迷いこんじまったらひたすら北東に進むんだな。運がよければもどってこられるぜ
Man, the Boss was REALLY in a bad mood today… Or was it one of his better days?	今日のボスはすげぇキゲンが悪ぃや…いや、ありゃあキゲンがいいのか？
Prison Pub	プリズンパブ
A rookie? Then you gotta buy something. Yup, that's the rule here.	新入りか？　じゃあ買っていけ。ああ、そういうルールだ
Container	コーツのコンテナ
Mr.Coates	コーツ
Never seen your face 'round here before. Goin' up?	見ねえ顔だな。ん？　上へ行きてえのか？
Not interested	興味ないね
Yeah, up	行きたい
Mr.Coates	コーツ
Heh heh! You sure got guts!	ヘッヘッヘッ！いいこころがけだ
Mr.Coates	コーツ
You don't seem to understand how things work down here. This is the Gold Saucer's garbage dump. And that makes alluv ya scrubs.	おめえ、ここがわかってねえな。ここはゴールドソーサーのゴミすて場てめえらもクズなんだよ
Mr.Coates	コーツ
The only way to get back up there is to win the Chocobo Race.	シャバへもどりてえんならチョコボレースで優勝するしかねえ
Mr.Coates	コーツ
But, it's not as easy as you rookies think.	だがな、てめえらみたいな新顔がすぐ出られるほど甘かねえよ
Of course, if you got the boss's permission it'd be a different story, but YOU'll never get that!	ま、ボスの許可でも取れたら別だがなとれるわきゃあねえか？
Mr.Coates	コーツ
Ha ha ha ha.	はははっははっ
Mayor's Old House	旧村長の家
BARRET!	BARRET！
Didn't I tell you not to come here!?	来るなと言ったじゃねえか！
Ju…just hold on for a second! We just want to talk! You'll understand if you just hear us out!	ちょ、ちょっとタンマ！話し、しましょ！な、話せばわかるって！
BARRET!!	BARRET！！
Didn't want none of ya to get involved…	おまえたちをまきこみたくなかった……
Hey that's CLOUD's line! …It's too dangerous, I can't let you get involved…' blah, blah, blah…	それ、CLOUDのセリフ！『危険だ、まきこむわけにはいかない』とかなんとか、ね
Yeah. We're already involved in this.	そうそう。それに私たち、もう思いっきりまきこまれちゃってるんだから
We saw you and hurried here. BARRET, just tell us what's going on.	上でBARRET見つけてあわててここまで来たの。BARRET、ちゃんと説明して
We saw you and hurried here. So come on BARRET, just tell us what's going on.	上でBARRETを見かけてあわてて追いかけてきたんだから。さあBARRET、きちんと説明してね
You guys…	おまえたち……
I heard that the murders at the Battle Arena were done by a man with a gun-arm…was that you?	闘技場の事件は片腕が銃の男のしわざだと聞いた。……あんたか？
There's another… another man that got a gun grafted inta one of his arms. It was four years ago…	もう１人いるんだ……片腕に銃をもつ男。４年前、あの日から……
What the hell happened?	なんてこった……
Dyne	ダイン
What's done is done.	とりかえしがつかねえ…
Dyne	ダイン
Hey, BARRET! It's not over yet!	おい、BARRET！まだ終わっちゃいねえ！
Everyone's waiting! Let's go back to the village!	みんなが、待ってる！！俺たちの村へ帰るぞ！
I remember…	あの日……
I was on my way home from visiting	建設中の魔晄炉を見物にいった
a Mako Reactor being built.	帰り道だった……
BARRET! Dyne! Come quick! The village's being attacked! It's Shinra soldiers!	BARRET！　ダイン！大変だ！　村が襲われた！神羅の兵だ！
What!!!?	なにっ！！！
Dyne	ダイン
C'mon, BARRET! We gotta hurry!	おい、BARRET！急ぐんだ！
BARRET! Dyne! Protect the village!	BARRET！　ダイン！村をたのんだぞ…
Hmp!! Old man!!	チッ！！おやっさん！！
Krggh!!	クッ……！！
Dyne	ダイン
BARRET!! You stay here!!	BARRET！！ここはこらえろ！！
Shu' up!!	うるせえ！！
Dyne	ダイン
Watch out!!	あぶねえ！！
Scarlet	スカーレット
Kyaa, haa, ha!!	キャハハハハハ！！
You can shoot all day and never hit them with aim like that.	下手な鉄砲はいくら撃ってもあたんないんだよ！！
Scarlet	スカーレット
Kya, ha, ha!!! Looks like one hit you!!	キャハハハハ！！！ちゃんと当たるじゃないか！！
Scarlet	スカーレット
Kya, ha, ha!! Stop playing around and cover me!!	キャハハハハハ！！！ほら、遊んでないで援護しな！！
Dyne!! Hang on!!	ダイン！！離すんじゃねえぞ！！
Listen to me!! You're comin' back to the village, hear!!?	いいか！！村へ帰るんだろ！！
Dyne	ダイン
Yeah… I ain't lettin' go…	ああ……。離すわけねえ……
You're comin' back… Everyone's waitin' for ya…	俺たちの村に帰るんだ………みんなが待ってる…
Eleanor… and Marlene… They all waitin' on us…	エレノアが…マリンが……俺たちの帰りを……
Dyyyyyyne!	ダイーーーーーン！
From then on, I couldn't use my right arm no more.	オレの右腕はもう使い物にならなかった
…I was depressed for a while.	……しばらく悩んだけどよ
But then I threw away my artificial arm and got this gun grafted in.	オレは右腕をすてこの銃を手に入れた
Got a new right arm to get revenge on the Shinra, who took everything away…	オレからすべてを奪っていった神羅に復讐するための新しい右腕……
Back then, I heard the doc say there was another man who got the same operation as me.	そのときの医者から聞いたのさ。オレと同じ手術を望んだ男がもう１人いるってことをな
But, his was the left arm.	ただし、そいつは左腕が銃になっている
…	…………
But…Dyne's injury was the same as yours, right?	でも……それならダインもあなたと同じ、でしょ？
Yeah, that's right. He was deceived by the Shinra too.	そうよね。神羅にだまされたんだもの
He'll probably join us to fight against the Shinra.	きっと、いっしょに神羅と戦ってくれるわ
…Wouldn't bet on it. I gotta 'pologize to Dyne before I can rest in peace.	……わからねえ。わからねえが、オレはダインにあやまらなくちゃ気がすまねえ
An' that's why I gotta go alone.	だからよ、１人でいかせてくれ
Do whatever you want… Is that what you want to hear?	好きにすればいい
Well, I can't let you do it. We need your help to save the Planet.	と、いいたいところだがダメだなここで、アンタに死なれると夢見が悪そうだ
BARRET, this isn't the end.	BARRETここで終わりじゃないよ
Weren't you going to save the Planet?	星を救うんでしょ？
@#$%! TIFA, you oughtta know by now.	へっ！TIFA、もうわかっただろ？
…That's all right. I'm not so different from you.	……いいじゃない、べつに。私だって似たようなものだわ
That's easier to understand. It's you, BARRET.	わかりやすいよ、そのほうが。BARRETらしいもん
So there it is, BARRET. So I guess it'll be BARRET, me, and…	というわけだ、BARRET。さて、BARRETと俺と……
I wonder if Dyne will join us?	ダインさん、仲間なってくれるかな？
Be careful.	気をつけてね
Hmm? Shall I go with you?	ん？　私も行こうか？
Fortune's good. Everything is perfect!	ええ占い出てますわ。なんもかんもバッチリですわ！
You all sure are acting pretty heroic, considerin' we're not makin' any money on this…	金にもならないのに物好きなやつらだねえ
Looks like we could get some sleep here.	ここで、ひと眠りできそうだ
Sleep	ねる
Don't sleep	ねない
Corel Desert	コレルサバク
Wanna ride?	乗るかい……？
Get on	乗る
Don't get on	乗りたくない
Corel Desert	コレルサバク
Corel Prison	コレルプリズン
Dyne	ダイン
…Dyne …is that you?	……ダイン……おまえなのか？
Dyne	ダイン
Now that's a voice I haven't heard in years…	なつかしい声だな……
Dyne	ダイン
A voice I'll never forget…	忘れようにも忘れられない声だ……
I always hoped I'd be able to see you again someday… I knew you were alive somewhere… we had the same operation.	いつか会えると信じていた……オレと同じ手術を受けどこかで生きていると……
Listen Dyne, I want to…	聞いてくれダイン。おまえに……
Dyne	ダイン
I can hear her voice. What's that?	声が……聞こえるんだ
…?	……？
Dyne	ダイン
It's Eleanor's voice. Begging me… not to hate your rotten guts.	聞こえるんだよ、エレノアの声が。おねがいだから……BARRETをうらまないでってさ
Dyne	ダイン
That's why I never hunted you down…	だから、あんたを追っかけるのはやめといた……
…I know I was stupid. I'm not asking you to forgive me.	……自分の愚かさは知っている。許してくれとは言わない
But…what're you doin' in a place like this?	でもよ……こんなところで何をしてるんだ？
Why ya wanna kill people who ain't even involved? Why?	関係ない人間を殺してどうなる？なぜだ？
Dyne	ダイン
Why!? The hell do you care!?	……なぜ！？理由を聞いてどうする！？
Dyne	ダイン
You think the dead understand why's? Is hearin' Shinra's excuses gonna make people in Corel understand anything?	それで殺された人間はなっとくするのか？神羅の言い分を聞けばコレル村の人間は了解するのか！？
Dyne	ダイン
I don't CARE about reasons!	理由なんてどうでもいい！
Dyne	ダイン
All they give us is artillery and stupid excuses… What's left is a world of despair and emptiness…	与えられるのは銃弾と不条理…残されるのは絶望と無の世界…それだけだ！！
…	…………
Dyne	ダイン
You still want to hear 'why'? …All right, I'll tell you.	それでも聞きたいか？……なら教えてやろう
Dyne	ダイン
'Cause I want to destroy everything.	俺はな、壊してしまいたいんだよ
Dyne	ダイン
The people in this city.	この街の人間を
Dyne	ダイン
This city itself.	この街のすべてを
Dyne	ダイン
The whole world!	この世界のすべてを！
Dyne	ダイン
I got nothing left in this world. Corel, Eleanor… Marlene…	この世界にはもう何もない。コレル村、エレノア……マリン……
Dyne, Marlene… Marlene's still alive.	マリンは……マリンは生きている
Dyne	ダイン
…?	……？
I went back into town. I thought she was gone for sure.	あのあと、オレは村にもどった。もう逃げられない…そう思った
I wandered around town for awhile…	だからせめて、最後はミーナのそばにいたいと思った
That's when I found her… …found Marlene.	そこであの子を……おまえの娘、マリンを見つけた
Dyne	ダイン
…	……
She's in Midgar. Let's go see her together, all right?	マリンはミッドガルにいるんだ。一練に会いに行こう、な？
Dyne	ダイン
So…she's still alive?	そうか……生きているのか……
Dyne	ダイン
All right, BARRET. Then I guess you and me gotta fight.	わかったよ、BARRET。やはりおまえと戦わなくてはならないな
What!?	なんだと！？
Dyne	ダイン
Eleanor's all by herself. I gotta take Marlene to her.	エレノアが１人でさみしがってる。マリンも連れて行ってやらないとな
Dyne…are you crazy!?	ダイン……正気か！？
Dyne	ダイン
Marlene wants to see her mom, don't she?	マリンだって母さんに会いたがってるだろ？
Stop, Dyne! I can't die yet!	やめろ、ダイン！オレはここで死ぬわけにはいかねえんだ！
Dyne	ダイン
Oh yeah? Well my life's been over ever since then.	そうかい。俺はあの日から命はすててるぜ
Stop it! I don't wanna fight you!	やめてくれ！おまえとはやりたくねえ！
BARRET!	BARRET！
CLOUD, you stay the hell out of it! This is MY problem!!	CLOUD、手を出すな！これは、オレの間題だ！！
Dyne	ダイン
…BARRET…	……BARRET……
Dyne!!	ダイン！！
Dyne	ダイン
Back!!	来るな！！
Dyne	ダイン
…I didn't just lose an arm back then…	……俺はあの時片腕と……いっしょに
I lost something irreplaceable. I don't know where it went wrong…	かけがえのないものを失った……どこで……くいちがっちまったのかな……
Dyne…I don't know either, man.	ダイン……わからねえよ
Is this the only way… we can resolve this?	オレたち……こういうやりかたでしか決着をつけられなかったのか？
Dyne	ダイン
I told you… I… I wanna destroy everything…	言ったはずだ……俺は……壊してしまいたかったんだよ……
Dyne	ダイン
Everything… This crazy world… Even me…	何もかも……このくるった世界も……俺自身も……
An' what 'bout Marlene? What's gonna happen to her!?	マリンは！マリンはどうなるんだ！
Dyne	ダイン
…Think about it…BARRET… How old was Marlene back then?	……考えてみろ……BARRET……あのときマリンはいくつだった……？
Dyne	ダイン
Even if I did go see her… she wouldn't even know me…	いまさら……いまさら俺が出ていったところであの子には……わかるはずもない……
Dyne	ダイン
And what's more…BARRET…	それにな……BARRET……
Dyne	ダイン
My hands are too stained to carry her anymore…	マリンを抱いてやるには俺の手は……少々汚れすぎちまったのさ……
…	……
Dyne	ダイン
BARRET…	BARRET…
Dyne	ダイン
Give that pendant to Marlene… It was…Eleanor's… my wife's…a memento…	そのペンダントをマリンに…エレ…ノアの……女房の……かたみ……
All right…	わかった……
Dyne	ダイン
…so…Marlene's… already…4…	……そうか……マリンが……もう……４つ…か……
Dyne…?	ダイン……？
Dyne	ダイン
BARRET… Don't…you… …Don't ever make her…cry…	BARRET……マリンを…………泣かせる…な…よ……
Dyne!	ダイン！
Dy------ne!!	ダイーーーン！！
…Dyne. Me an' you were the same…	……ダイン。おまえと同じなんだ……
My hands ain't any cleaner… I shouldn't carry Marlene either…	オレだって……オレの手だって……汚れちまってる……
Uuuurrrrrrgh!!!	うおぉぉーーーー！！！
Mr.Coates	コーツ
You want somethin'?	何か用か？
I want to go up.	上へ行きてえ
Mr.Coates	コーツ
Like I told you before, you gotta get the boss's permission, then win the Chocobo…	だからよ、ボスの許可をとってチョコボレースに……
Dyne's got his reasons an' can't speak.	ダインはワケがあって話ができなくなった
So, I got this, instead.	そのかわり、これをもらってきたぜ
Mr.Coates	コーツ
Yeah, bull--!!	ゲッ……
Mr.Coates	コーツ
R, right.	わ、わかったよ
Mr.Coates	コーツ
Did you kill Dyne?	……ダインをやったのか？
Mr.Coates	コーツ
You must've. Or you'd never be holding that thing.	いや、そうなんだろうな。そんなもの持ってるんだからな
…So Dyne's dead… Maybe now, the place'll calm down a little.	そうか……ダインが死んだかこれで、ここも少しは落ちついた土地になるぜ
Mr.Coates	コーツ
Dyne didn't care who anyone was…	なにしろダインはだれかれかまわず……
The hell do YOU know!!	てめえに何がわかるってんだ！！
Mr.Coates	コーツ
R…ight! I mean, no, I DON'T know anything. S…sorry.	わわわ、わかった！いや、なんにもわかってないです。す、すいません
Then, will you get us outta here?	それじゃあ、ここから出してもらおうか？
Mr.Coates	コーツ
Huh? Oh man, you guys are mistaken.	ん？　あんたたちなんか、かんちがいしてないか？
Mr.Coates	コーツ
I already told you, there's only one way to get outta here.	前に、少し言ったと思うがここからでる手段は、ただひとつ
Mr.Coates	コーツ
That's to win the Chocobo Race and that's held up there, in the Gold Saucer.	ゴールドソーサーで行なわれているチョコボレースで優勝するしかねぇ
Mr.Coates	コーツ
And, only one racer can go up at a time.	それに、一度に上に行けるレーサーはたった１人だ
Say what!?	なんだと！
Mr.Coates	コーツ
Noooo! Really, even if you threaten me!!	だーーっ！いくら、おどしてもダメだ！！
A rule's a rule. I can't change it.	このルールだけは変えるわけにはいかねぇ
If I do, the whole system down here'll get messed up!! An' I can't do that!	ここの規律がメチャクチャになっちまう！！これは、ゆずれねぇ！
Mr.Coates	コーツ
OK, OK, I'll let one go up there. After that, he's gotta deal with Dio.	ひ、１人は上に送ってやる。後は、そいつがディオと取り引きするなり、なんなりしな
Alright then.	ちっ！　しょうがねぇ
CLOUD, you go.	CLOUD、おまえ行ってこい
We'll wait down here.	オレたちは、下でまってるからよ
Hurry up an' win that Chocobo Race, an' get us outta here!	さっさと、チョコボレースとかいうのに勝って、こっちもなんとかしろ！
You're right. CLOUD should do it.	そうだな、CLOUDが適任だろう
Yes, good luck, CLOUD.	うん、CLOUDがんばってね
Right, CLOUD. We'll be waiting and rooting for you.	そうね、CLOUD私たち待ってるからたのむわよ
Well, CLOUD go get 'em!	じゃ、CLOUDたのんだよ
OK CLOUD, knock 'em dead!	ほんな、CLOUDさんガンバッテなぁ～
Mr.Coates	コーツ
Have you decided?	は、話は、まとまったか？
Mr.Coates	コーツ
All you need now is a manager…	じゃあ、あとはマネージャーか
To register and get a Chocobo…	チョコボレースの登録やちょうたつをする役目なんだが……
Hi. I happened to hear your story.	は～い、話、聞かせてもらっちゃった
Mr.Coates	コーツ
Ester?	エストか？
Ester	エスト
I'll be your manager.	あたしがマネージャーやるわ
Mr.Coates	コーツ
Well, I have nothing against it, but…	まぁ、もんくはねぇが……
Mr.Coates	コーツ
This is Ester. She may look kinda funny…	こいつはエスト。　見た目は変だろ？
But there's no better manager in the races…	でも、チョコボレースのマネージメントで右に出るやつはいねぇ
Ester	エスト
That's so rude…	しっつれいな言い方ね
Ester	エスト
Yeah, well. Nice to meet you, CLOUD.	まぁ、いいわ。よろしくCLOUDさん
Mr.Coates	コーツ
All right then, CLOUD.	よし、CLOUDさんとやら
I'll send you up the elevator. Ester'll fill you in on the details.	柱のエレベーターから上に送ってやる。くわしいことはエストから聞きな
Ester	エスト
Hmm, so that's what happened. I'll talk to Dio directly. 	そう、そんなことがあったのわかったわ、ディオ園長には私から話をしておくわ
You just concentrate on the race.	あなたは、取りあえずレースに集中して
Oh yeah, getting back to the other thing, there are many different types of Chocobo jockeys. It's not only for criminals.	そうそう、さっきの話の続きだけどチョコボレーサーにはいろんな人がいるの。犯罪者だけのレースってわけじゃないのよ
Some people compete for the fame, some people compete for the money, some only for glory… And then there're people like you.	名声のために戦い続けている人お金のために戦う人レースにのみ生き場所を感じている人…あなた、みたいな人をふくめてね
Oh yeah, I'll teach you how to ride a Chocobo.	あっ、そうだチョコボの騎乗方法教えておくわね
All right	ああ
Not interested	興味ない
Ester	エスト
Ummm… First use [ASSIST] to choose either AUTO or MANUAL.	え～とまず『ＳＥＬＥＣＴ』ボタンでオートとマニュアルを切り替えるの
This lets you control the Chocobo yourself or lets it run on its own.	簡単に言うと、自分で命令するかチョコボの好きに走らせるかね
But it's pretty hard to make the Chocobo run the way you want it to. If the Chocobo doesn't like you, it won't listen.	でも、自分の思うとおりには中々走らせられないわよ。チョコボとの仲が良くないと言うことを聞いてくれないから
Then, you're stuck…	こればっかりは今回はしょうがないわね
But, most of the Chocobos I have are mellow and you should be able to handle them.	けど、私の用意するチョコボはおとなしい子が多いからけっこう、うまくやれると思うわ
When you're riding, use [SWITCH] to Speed Up and [CANCEL] to Slow Down.	それから、自分で命令してる時に□ボタンでスピードアップ×ボタンでスピードダウン
But, if you go faster than the Chocobo can handle, it will quickly lose its stamina.	ただし、チョコボが本来持っている能力以上のスピードをだすとどんどんスタミナが減ってくの
Use the Directional button to move the Chocobo left and right, use [OK] to get a boost of speed.	それと方向キーの左右でチョコボを左右に○ボタンでムチを入れていっきにスピードを上げられるわ
But this makes your stamina run out faster.	もちろんスタミナの消費は激しくなるけどね
Some Chocobos are bad-tempered and can't pace themselves. They'll lose their stamina quickly.	あと、気性の悪いチョコボは自分のペースがわからなくてすぐスタミナを使いきっちゃうの
Those Chocobos should be set on Manual to slow them down.	そういうチョコボは、すぐにマニュアル（自分で動かす）操作にしてスピードを落としてやるといいわ
Finally, some advice for the restless. Once the first and second Chocobo cross the goal line,	最後にね、セッカチな人におすすめなんだけど１、２着のチョコボがゴールした後に
push [START] to end the race.	『ＳＴＡＲＴ』ボタンを押すと途中でレースを見るのをやめることができるわ
Waiting Room	ひかえ室
Man	男
You new?	新入りかい？
Ester	エスト
Hi, Joe.	こんにちは、ジョー
Joe	ジョー
Hey, Ester you're looking pretty as usual.	やぁ、エスト今日も美しいね
Ester	エスト
Thanks.	ふふ、ありがと
Ester	エスト
Let me introduce you, CLOUD.	しょうかいするわ、CLOUD
This is Joe, one of the top Chocobo Jockeys.	彼はジョー、現役チョコボレーサーのトップをいく人よ
Joe	ジョー
Nice to meet you, CLOUD.	以後お見知りおきをCLOUD君
Joe	ジョー
If you're with Ester, then…	しかし、エストがじかについているということは……
Ester	エスト
Right! He's an up and coming jockey.	そ！　期待の新人ってところかしら
He'd only been down there a day and already he made it up here!!	なんてったって、下に来てたった１日でここにいるんだから！！
What!?	『なに！！』
Joe	ジョー
Oh, I see…	なるほどな……
Joe	ジョー
So why did you get put down?	いったい、下で何をした？
Sorry…we're not supposed to ask about the past here.	いや……ここで過去を聞くのはタブーだったな…
Joe	ジョー
Hmm.	フッ
Joe	ジョー
Pretty interesting… I have a feeling that we'll meet again.	おもしろいよ……君とはまた、会えそうな気がする
Joe	ジョー
Then, until we meet again, CLOUD.	では、また会おう、CLOUD君
Ester	エスト
I'm going to check on the Chocobo. You just wait here for a while.	じゃあ私はチョコボの手配をしてくるわ。しばらくここで待っててね
Ester	エスト
I'll be right back.	すぐ、もどってくるから
……	………
I got nothing to say.	話すことはねぇ
Don't get cocky. Skills don't matter once you get in the race…	あんまし、いい気になるんじゃねぇぞ。腕っぷしなんてレースになりゃあ関係ねぇからな
The race will start in a few moments. Will the jockeys for the next race please proceed to the paddock.	まもなく、レースがスタートします次のレースに出場のチョコボレーサーはパドックまでおこしください
I repeat…	くりかえします……
Ester	エスト
CLOUD.	CLOUD
Ester	エスト
Thanks for waiting. I registered you in the next race.	はい、おまたせCLOUDも次のレースに登録しておいたわ
Ester	エスト
This is a Chocobo I prepared myself. He should do well.	まぁ、私が用意したチョコボなんだから、簡単には負けないわよ
Ester	エスト
So… Remember how to ride?	そうそうもう一度、乗り方を聞いておく？
Uh, how was it again?	そうだな
Yeah, I got it	いや、いい
Ester	エスト
Then, good luck.	それじゃあ、がんばってきてね
Ester	エスト
Let's see First use [ASSIST] to choose either AUTO or MANUAL.	え～とまず『ＳＥＬＥＣＴ』ボタンでオートとマニュアルを切り替えるの
This lets you control the Chocobo yourself or let it run on its own.	簡単に言うと、自分で命令するかチョコボの好きに走らせるかね
But it's pretty hard to make the Chocobo run the way you want it to. If the Chocobo doesn't like you, it won't listen.	でも、自分の思うとおりにはなかなか走らせられないわよ。チョコボとの仲が良くないと言うことを聞いてくれないから
Then, you're stuck…	こればっかりは今回はしょうがないわね
But, most of the Chocobos I have are mellow and you should be able to handle them.	けど、私の用意するチョコボはおとなしい子が多いからけっこう、うまくやれると思うわ
Ester	エスト
When you're riding, use [SWITCH] to Speed Up and [CANCEL] to Slow Down.	それから、自分で命令してる時に□ボタンでスピードアップ×ボタンでスピードダウン
Ester	エスト
If you go faster than the Chocobo can handle, it'll quickly lose its stamina.	ただし、チョコボが本来持っている能力以上のスピードをだすとどんどんスタミナが減ってくの
Ester	エスト
Use the Directional buttons to move the Chocobo left and right. Use [OK] to get a boost of speed.	それと方向キーの左右でチョコボを左右に○ボタンでムチを入れていっきにスピードを上げられるわ
But this makes your stamina run out faster.	もちろんスタミナの消費は激しくなるけどね
Ester	エスト
Some Chocobos are bad-tempered and can't pace themselves. They'll lose their stamina quickly.	あと、気性の悪いチョコボは自分のペースがわからなくてすぐスタミナを使いきっちゃうの
Those Chocobos should be set on Manual to slow them down.	そういうチョコボは、すぐにマニュアル（自分で動かす）操作にしてスピードを落としてやるといいわ
Finally, some advice for the restless, once the first and second Chocobo cross the goal line,	最後にね、セッカチな人におすすめなんだけど１、２着のチョコボがゴールした後に
Push [START] to end the race.	『ＳＴＡＲＴ』ボタンを押すと途中でレースを見るのをやめることができるのよ
Ester	エスト
Too bad.	残念だったわね
Ester	エスト
You were so close.	もうチョットだったんだけどね
Ester	エスト
I expected more from you.	もう少し期待したんだけどな
Ester	エスト
That was a tough break.	けど、内容が悪すぎるわ
Ester	エスト
Let me find a better Chocobo for you.  Wait here for a while, OK?	じゃあ、もう少しいいチョコボを探してくるわ。しばらく待っててね
Ester	エスト
If you couldn't win with that last Chocobo…	けどさっきのチョコボで勝てないとなると…
Ester	エスト
All right, I'll go get the best Chocobo there is!	わかったわ、もう最っ高のチョコボを探してくるわ
Ester	エスト
You gotta be kidding me!? There aren't any other Chocobos better than the last one!	うそでしょ！？今のチョコボ以上なんてもう、いないわよ
Ester	エスト
Well, if you really want to win, just push [ASSIST] and try the 'AUTO' mode.	もう、本当に勝ちたいのなら『ＳＥＬＥＣＴ』ボタンでオートモードにして走ってみてよ
Ester	エスト
Congratulations!! Now you're home free!	おめでとう！！これで晴れて自由の身よ
Ester	エスト
Oh yeah, the owner told me to give this letter to you if you won.	あっ、そうだこれ園長から手紙勝ったら渡すようにって
Dio	ディオ
Boy, if you're reading this letter, then you must've won. I know you earned it.	少年なら自らの力で、勝利を手にいれこの手紙を読んでくれていると信じている
I heard about Dyne from Ester. Now that you won, I'm granting you and your friends a full pardon, and setting you all free.	ダインのことはエスト君から聞いた。少年が勝つことができたなら私の権限で、君の仲間の自由も約束しよう
And by way of apology, I have a little gift for you to use on your journey.	それと、おわびと言ってはなんだが、プレゼントを用意した。旅のやくにたててくれたまえ
