Wilderness	荒れ地
Hold nothing back. Come as if you're trying to kill me! If you don't…then I'll have to kill you!	手をぬくなよ。　ワシを殺すつもりで、来い！でなければ、私がお前を殺す！
YUFFIE	YUFFIE
Dammit……	ち、ちっくしょ～……
Godo	ゴドー
Ohhh! And what was that!? Come back when you get more training!	ええい！　なんたるざまだ！腕をみがいて、出直して来い！
YUFFIE	YUFFIE
I'll show you this time, you old Fart-meister!	今度こそ見てなよ。この、なまぐさボウズ！
Godo	ゴドー
Hmm? A slight improvement.	ほう、少しは腕を上げたか？
Godo	ゴドー
Come at me with all you have! OMNI-Change!!	全力で来い！総！　変！　化！　招！　来……ッ！！
YUFFIE	YUFFIE
H…hey!	ちょ、ちょっと！
Godo	ゴドー
What are you doing! OMNI-Change!!	何をしておる！総！　変！　化！　招！　来……ッ！！
YUFFIE	YUFFIE
…heave…heave…	ハッ……　ハッ……
Godo	ゴドー
…huff…puff…	ゼエ……　ゼェ……
YUFFIE	YUFFIE
O…old coot… not…bad…	おっ……　オヤジ……やるじゃ……ねーか……
Godo	ゴドー
You've…also…improved…	お前も……　腕を……あげたな……
YUFFIE	YUFFIE
Hah…Ha, ha…	ハ……　ハハッ……
Godo	ゴドー
…Heh, heh…	……ふ　ふッ……
YUFFIE	YUFFIE
Ha ha haaaaaa!	アハハハハハ……ッ！
Godo	ゴドー
Waha haaaaa!	うわっはっはっは……！
Godo	ゴドー
It's time I gave this to you, YUFFIE…	やるようになったなYUFFIE……
This is Leviathan Materia. Take it.	この水神様のマテリアを持って行くがいい
Godo	ゴドー
…I thought I'd give it to you, but you have no room for it.	と、思ったら、持ちきれんほどマテリアを持っているな
Then, come back for it later. And don't forget!	ならば、後ほど受け取れい。忘れぬようにな！
Godo	ゴドー
Leviathan Materia? Oh! So you DID remember.	水神様のマテリアか？ぬうッ！　きっちり覚えておったか
Well it's yours, go ahead and take it!	やむをえん、受け取るがよい！
You have too much Materia!	そなたら、おびただしいほどのマテリアを持っておるではないか！
Staniv	スタニフ
But, Lord Godo. Leviathan Materia should only be given to the person who conquers and takes over this Pagoda. That is our custom…	しかし、ゴドー様。水神様のマテリアは、五強の塔を制覇し、新たに五強聖をおさめる者が持つのが、ならわし……
YUFFIE	YUFFIE
CUSTOM, CUSTOM, CUSTOM… I'm so sick of hearing that!	ならわし、ならわしってもー聞きあきたよ！
It's so stupid!	バッカじゃない！？
Gorky	ゴーリキー
Silence, Miss YUFFIE!	口がすぎますぞ！YUFFIE様！
YUFFIE	YUFFIE
Then what 'bout all of you? With all your power…	じゃ、あんたらは、い～の？ それだけの力があって……
Are you satisfied being cooped up in this tower?	こんな塔にこもってるだけで満足なのかよ！？
Godo	ゴドー
YUFFIE!	YUFFIE……！
YUFFIE	YUFFIE
You too, Dad! Just because you lost the war,	オヤジもそーさ……！ 前に戦に負けたからって！
You turned Wutai into a place like this!	このウータイを、こんなにしちまってさ！
Chekhov	チェホフ
What do you mean?	……何が言いたいんだい？
YUFFIE	YUFFIE
You turned Wutai into a cheesy resort town peddling to tourists…	ウータイを、こんな、ひなびた観光地にして、ヨソ者にこびて……
YUFFIE	YUFFIE
How dare you!? Da-chao Statue and Leviathan are ashamed!!	そんなんで、いーのかよ！ダチャオ像も、水神様も泣いてるよ！！
Godo	ゴドー
…	……
Shake	シェイク
She IS a kid.	やれやれ、やっぱガキだな
YUFFIE	YUFFIE
Wh, what did you say?	な、何だと……！？
Godo	ゴドー
YUFFIE!!	YUFFIEッ！！
Godo	ゴドー
Forgive me… It's all my fault…	許してくれ……すべてワシの責任だ……
Gorky	ゴーリキー
What are you saying, Lord Godo!	何をおっしゃいます！ゴドー様！
Godo	ゴドー
Losing the war…turning Wutai into this. It was all my fault…	戦に負け……ウータイをこのようにしてしまったのは、ワシなのだ……
Chekhov	チェホフ
Lord Godo!	ゴドー様！
Godo	ゴドー
Silence!!	お前たちは黙っておれ！！
Godo	ゴドー
YUFFIE……	YUFFIE……
I am the same now as I was before when I wanted war.	かつて、戦にのぞむ前のワシも今のお前と同じじゃった
But, after losing, I began to think…	だが戦に負け、考えた……
Is strength for beating enemies	強さとは、相手をたおすためのものなのか？
…or just something to show-off?	他者に対し見せつけるものなのかとな……
Might begets might.	力を見せつける強者は、強者を呼ぶ。それが戦になる……
The same as Shinra.	それでは神羅と同じではないか……
YUFFIE	YUFFIE
……	……
Godo	ゴドー
I knew you were looking for Materia for the good of Wutai.	お前がウータイのため、マテリアを探しているのは、わかっていた
But, the reason I hide my strength now, is also for the good of Wutai…	だが、ワシが、力を封じているのもまたウータイのためなのだ……
And now, I realize both are necessary…	今、わかったぞ。必要なものは両方なのだ……
Strength without determination means nothing. And determination without strength is equally useless…!	志のない力では、意味がない。力のない志では、それもかなわぬ……！
Staniv	スタニフ
Lord Godo…	ゴドー様……
Godo	ゴドー
You there, please take YUFFIE with you!	そなたたち、YUFFIEを同行させてやってくれい！
I perceive that you all have both determination and strength!	そなたたちは、志と力その２つを持っている！
CID	CID
Well, just tell yourself you're on a big ship, and leave the rest to ol' CID!	ま、大船に乗ったつもりでこのCID様にまかせときなって！
CAIT SITH	CAIT SITH
If you put it that way, we can't refuse…	そ、そこまで言いはるんならかまへんけど……
RED XIII	RED XIII
As long as she doesn't interfere!	オイラたちにめいわくをかけないっていうならね……！
AERIS	AERITH
All right. We'll take her with us.	わかりました。娘さん、おあずかりします
TIFA	TIFA
…after that, how can we refuse?	……そうまで言われたらことわれないわね
VINCENT	VINCENT
Hmm… You may come if you want to …	フッ……勝手について来るがいい……
BARRET	BARRET
Jus' don't do nothin' funny to our Materia…!	もうマテリアに、みょうなマネしねえならな……！
CLOUD	CLOUD
All right, I don't mind.	ということさ。俺はかまわないよ
Godo	ゴドー
Go, YUFFIE!	行けい、YUFFIE！
For the sake of Wutai!	ウータイに真の強さを根づかせるためにもな！
YUFFIE	YUFFIE
Dad…	オヤジ……
Godo	ゴドー
I'll take care of the Five Sacred Gods until you return!	お前がもどるまでは、ワシが五強聖をおさめる！
Go! And come back alive!	行ってこい！そして生きて帰って来い！
YUFFIE	YUFFIE
Duh!	と～ぜんだよ！
Godo	ゴドー
YUFFIE, wait a minute.	YUFFIE、ちょっと待て
Godo	ゴドー
After their battle is over…	あの連中の持っているマテリアな……
Do you think they'll still want all their Materia?	戦いが終われば、たぶん用ずみになるんではないかな？
YUFFIE	YUFFIE
Dad…!	オヤジ……！
Godo	ゴドー
Go! Fight till the end! But come back!	行ってこい！ 最後まで生き残れ！ そして帰って来るのだ！
With the Materia!	マテリアを持ってな！
YUFFIE	YUFFIE
Heh, heh…you bet!	ヘヘ……あったりまえよ！
Staniv	スタニフ
Miss YUFFIE. Your feelings for Wutai are the same as Lord Godo's. Always remember that…	YUFFIE殿。ウータイを思う気持ちはそなたもゴドー様もいっしょ。それだけはお忘れなきよう……
Staniv	スタニフ
Please take care of Miss YUFFIE.	YUFFIE殿を、なにとぞよろしくおたのもうしますぞ
Chekhov	チェホフ
Never bring shame on Wutai.	ウータイの名にはじぬ戦をしてまいれ
Chekhov	チェホフ
She's always like this. It'll be rougher on you.	あの小娘はあいかわらずじゃろうて。そなたらも大変じゃのう
Shake	シェイク
You say there's some unusual Materia where the underground pipe is!?	海底パイプってとこにめずらしいマテリアがあるって！
But, first you gotta get if from a monster and unless you use your head, you won't be able to do it.	モンスターが持っているらしいけどちょっと頭をつかわないとゲットできないってさ。
Shake	シェイク
Did that kid mature at all?	あのガキ、ちっとは成長したかい？
Gorky	ゴーリキー
Miss YUFFIE. We pray for your success!	YUFFIE様。ご武運を、おいのりしております！
Gorky	ゴーリキー
Oh, you there! How is Miss YUFFIE doing?	おお、そなたら！YUFFIE様は、お元気ですかな？
Gorky	ゴーリキー
Winning Miss YUFFIE's heart must mean you have tremendous skill.	YUFFIE様に見そめられるとはそれがしたちも、かなり腕にはおぼえがあられますな
Shake	シェイク
Compared to me, all of you are nothin' but a buncha babies.	あんたらも、オラにくらべりゃまだまだヒヨッコだね
Chekhov	チェホフ
Managing that girl must be exceedingly rough on you.	そなたらも、あの小娘相手にたいぎなことじゃのう
Staniv	スタニフ
I would like to fight you, however the Five Sacred Gods can only compete with those from Wutai…	そなたらとも、お手合わせねがいたいところだが、五強聖はウータイの者としか、試合うことはゆるされない……
Shake	シェイク
Sh…	しー……ッ！
Staniv	スタニフ
…	……
Chekhov	チェホフ
…	……
Gorky	ゴーリキー
…	……
Godo	ゴドー
…Hm. You can do it…	……ほう。出来るな、そなたら……
Godo	ゴドー
Go! Fight till the end! But come back!	行ってこい！ 最後まで生き残れ！ そして帰って来るのだ！
Mat-…	マテ……
Take care of the Materia!!	マテリアを大事になッ！！
Godo	ゴドー
Your Mat-…	そなたら、マテ……
I mean, please look after YUFFIE…!	いや、YUFFIEをよろしく頼みますぞ……！
Received "Dragoon Lance"!	『ドラグーンランス』を手にいれた！
Received "Oritsuru"!	『折り鶴』を手にいれた！
You can not take on any more Materia.	これいじょうマテリアは持てません。
Please discard some Materia.	なにかマテリアをすててください。
Received "MP Absorb" Materia!	『ＭＰきゅうしゅう』のマテリアを手にいれた！
Received "Leviathan" Materia!	『リヴァイアサン』のマテリアを手にいれた！
Received "Steal As Well" Materia!	『ついでにぬすむ』のマテリアを手にいれた！
Wutai‚Main Mtn.	ウータイ総本山
CLOUD	CLOUD
…	…………
Wanna rest?	休んでいくか
Let's move on	先を急ごう
TIFA	TIFA
Phew…	フウ……
Yeah, let's get some rest	休んでいこうかな
I'm all right	今はつかれてないわね
CID	CID
Well…	ヤレヤレ……
I could take a short nap	ちょっくら休んでくか
No time to waste	グズグズしてられねえ
YUFFIE	YUFFIE
Phew, perfect. Now the Materia is back in its rightful place.	フー、これでバッチリ。マテリアはもとどおり！
CLOUD	CLOUD
Hey…the order is all messed up.	おい……マテリアのつけかたがメチャクチャだ
TIFA	TIFA
Hey, what is this? The order of it's all messed up!	ちょっと、なにコレ……マテリアのつけかたメチャクチャじゃない！
CID	CID
What the hell's goin' on!? The order of the Materia's all messed up!	なんだコリャ！？おい、マテリアのつけかたメチャクチャじゃねえよ！
YUFFIE	YUFFIE
Huh? Oh, it'll be all right…	あん？ああ、いいのいいの
Don't be so picky!	こまかいこといちいち気にしない！
YUFFIE	YUFFIE
Anyways, that sure was close.	いや～、それにしてもアブないところだったよね～
No, normally I would kick their butts, Boom, Bang!!	ううん、いつものアタシならあんなやつら、バシバシバシッ！！とかたづけちゃうんだけどさ
That Corneo guy's a real pain.	ホント、あのコルネオってのとんでもないやつだね
I'd rather deal with my dad than with that guy.	あれならアタシの親父のほうがずっとマシだよ
You know, some of those Turk guys are pretty good, huh?	そうそう、そう言えばあのタークスの連中けっこうイイところあるよね
At least, after all that, we got the Materia back.	ま、なにはともあれマテリアはぶじに戻ってきたし
Now come on everybody, let's continue our journey…	さ、はりきってみんなで旅をつづけ……
Hey!! W…Wait!	……って、ちょっと！！ま、待ってよ！
YUFFIE	YUFFIE
Oh, all right. Here, I'll give this to you guys.	わ、わかったよ、ホラこれもアンタたちにあげちゃう！
…No, forget it. Besides, they have lots of Materia anyway.	……いや、やっぱりやめとこ。あいつら、いっぱいマテリア持ってるしな
YUFFIE	YUFFIE
Here, look, look!	ホラ、見て見て！
Received "MP Absorb" Materia!	ジャジャーン！！
YUFFIE	『ＭＰきゅうしゅう』のマテリアを手にいれたー！
…	YUFFIE
YUFFIE	…………
Come on, wait!	YUFFIE
No matter what you think, I'm going with you!	あ～もう、待ってよ～！
YUFFIE	誰が何と言おうとアタシはアンタたちについてくからね～！
…Next time…	YUFFIE
You cannot take on anymore Materia.	……そんでもってつぎこそかならず……
Please discard some Materia.	これいじょうマテリアは持てません。
Received "MP Absorption" Materia!	なにかマテリアをすててください。
